drug_id,rna_id,drug_name,rna_name,label
1,178,Gemcitabine,miR-1913,1
84,260,Mitomycin C,miR-27b ,1
50,36,PLX4720,let-7e,1
0,175,Cisplatin,miR-1908,1
1,304,Gemcitabine,miR-3193,1
5,254,Doxorubicin,miR-26a,1
20,173,Mitoxantrone,miR-19,1
7,134,Tamoxifen,miR-149,1
5,214,Doxorubicin,miR-205,1
5,221,Doxorubicin,miR-21*,1
13,166,Oxaliplatin,miR-186*,1
31,74,Chemotherapy,miR-125b,1
5,86,Doxorubicin,miR-1277,1
91,153,Fludarabine,miR-181a,1
26,322,Bortezomib,miR-33b,1
5,534,Doxorubicin,miR-593*,1
85,136,Pertuzumab,miR-150,1
5,268,Doxorubicin,miR-29b,1
0,93,Cisplatin,miR-129,1
115,248,modified ALLIC BFM 2002 protocol,miR-23a,1
19,148,Etoposide,miR-17,1
57,218,FOLFOX Chemotherapy,miR-20b,1
18,70,Vincristine,miR-1247,1
0,76,Cisplatin,miR-126,1
0,199,Cisplatin,miR-199a-5p,1
9,7,Fluorouracil,GIHCG,1
57,133,FOLFOX Chemotherapy,miR-148b,1
5,225,Doxorubicin,miR-212,1
1,447,Gemcitabine,miR-4745,1
5,151,Doxorubicin,miR-17-92,1
51,463,platinum-based doublet chemotherapy ,miR-497,1
95,183,SIOP treatment protocol,miR-193a,1
13,573,Oxaliplatin,miR-7,1
0,317,Cisplatin,miR-335,1
5,6,Doxorubicin,GAS5,1
29,8,Verapamil,H19,1
0,2,Cisplatin,CASC11,1
54,211,L-asparaginase,miR-203,1
5,42,Doxorubicin,miR-100,1
0,8,Cisplatin,H19,1
52,118,5-Fluorouracil,miR-141,1
17,193,Adriamycin,miR-197-3p,1
52,467,5-Fluorouracil,miR-500b,1
57,578,FOLFOX Chemotherapy,miR-720,1
5,526,Doxorubicin,miR-587,1
56,104,10-Hydroxycamptothecin,miR-132,1
6,109,Gefitinib,miR-135a,1
13,289,Oxaliplatin,miR-31,1
52,62,5-Fluorouracil,miR-1228*,1
29,391,Verapamil,miR-429,1
0,616,Cisplatin,miR-98,1
53,73,Daunorubicin,miR-125a,1
1,127,Gemcitabine,miR-1468,1
0,487,Cisplatin,miR-518f*,1
52,179,5-Fluorouracil,miR-1914*,1
55,77,Prednisolone,miR-126*,1
13,251,Oxaliplatin,miR-24,1
13,568,Oxaliplatin,miR-675,1
1,398,Gemcitabine,miR-4465,1
7,482,Tamoxifen,miR-517c,1
67,259,Cyclophosphamide,miR-27b,1
17,16,Adriamycin,MALAT1,1
52,191,5-Fluorouracil,miR-196b,1
1,446,Gemcitabine,miR-4739,1
5,276,Doxorubicin,miR-302b,1
29,278,Verapamil,miR-302c*,1
5,165,Doxorubicin,miR-186,1
1,294,Gemcitabine,miR-3141,1
17,220,Adriamycin,miR-21,1
3,310,Imatinib,miR-320a,1
7,55,Tamoxifen,miR-10b,1
31,252,Chemotherapy,miR-25,1
13,126,Oxaliplatin,miR-145,1
56,349,10-Hydroxycamptothecin,miR-371,1
29,480,Verapamil,miR-517a,1
34,111,Sorafenib,miR-136,1
17,24,Adriamycin,TUG1,1
13,81,Oxaliplatin,miR-1265,1
1,73,Gemcitabine,miR-125a,1
34,511,Sorafenib,miR-548a,1
52,296,5-Fluorouracil,miR-3154,1
52,300,5-Fluorouracil,miR-3180,1
9,47,Fluorouracil,miR-106a,1
29,520,Verapamil,miR-576,1
19,42,Etoposide,miR-100,1
5,554,Doxorubicin,miR-643,1
52,404,5-Fluorouracil,miR-4484,1
40,74,Dexamethasone,miR-125b,1
18,257,Vincristine,miR-275,1
52,380,5-Fluorouracil,miR-424,1
17,273,Adriamycin,miR-301a,1
66,383,Paroxetine,miR-425*,1
0,368,Cisplatin,miR-382,1
5,142,Doxorubicin,miR-155-5p,1
38,149,Cetuximab,miR-17*,1
52,607,5-Fluorouracil,miR-92b,1
1,280,Gemcitabine,miR-30a,1
51,316,platinum-based doublet chemotherapy ,miR-331,1
0,341,Cisplatin,miR-3653,1
16,243,Docetaxel,miR-222,1
52,319,5-Fluorouracil,miR-339,1
29,554,Verapamil,miR-643,1
1,209,Gemcitabine,miR-200c*,1
3,280,Imatinib,miR-30a,1
29,157,Verapamil,miR-181d,1
5,96,Doxorubicin,miR-1293,1
0,245,Cisplatin,miR-223,1
0,388,Cisplatin,miR-4284,1
18,129,Vincristine,miR-146a,1
5,352,Doxorubicin,miR-373*,1
56,339,10-Hydroxycamptothecin,miR-365,1
17,134,Adriamycin,miR-149,1
28,570,Pirarubicin,miR-6825-5p,1
0,19,Cisplatin,NEAT1,1
5,62,Doxorubicin,miR-1228*,1
1,400,Gemcitabine,miR-4467,1
78,431,Valproate,miR-468,1
31,237,Chemotherapy,miR-22,1
1,149,Gemcitabine,miR-17*,1
5,175,Doxorubicin,miR-1908,1
75,181,Sunitinib,miR-192,1
5,321,Doxorubicin,miR-33a*,1
52,424,5-Fluorouracil,miR-4640,1
57,412,FOLFOX Chemotherapy,miR-451,1
1,363,Gemcitabine,miR-378e,1
52,263,5-Fluorouracil,miR-296,1
0,172,Cisplatin,miR-18b,1
52,399,5-Fluorouracil,miR-4466,1
0,277,Cisplatin,miR-302c,1
52,282,5-Fluorouracil,miR-30b,1
52,47,5-Fluorouracil,miR-106a,1
10,205,Paclitaxel,miR-200,1
5,583,Doxorubicin,miR-765,1
19,87,Etoposide,miR-128,1
24,6,Temsirolimus,GAS5,1
6,104,Gefitinib,miR-132,1
5,116,Doxorubicin,miR-140,1
52,113,5-Fluorouracil,miR-138,1
5,322,Doxorubicin,miR-33b,1
1,161,Gemcitabine,miR-1826,1
0,457,Cisplatin,miR-489,1
14,259,Carboplatin,miR-27b,1
75,334,Sunitinib,miR-362,1
6,562,Gefitinib,miR-660,1
97,189,Fulvestrant,miR-196a,1
3,104,Imatinib,miR-132,1
5,155,Doxorubicin,miR-181b,1
34,189,Sorafenib,miR-196a,1
27,223,Methotrexate,miR-210,1
18,133,Vincristine,miR-148b,1
65,621,Prednisone,miR-Plus-A1031,1
52,408,5-Fluorouracil,miR-4497,1
5,617,Doxorubicin,miR-99a,1
7,324,Tamoxifen,miR-342,1
48,214,Epirubicin,miR-205,1
52,186,5-Fluorouracil,miR-193b*,1
0,353,Cisplatin,miR-374a,1
13,570,Oxaliplatin,miR-6825-5p,1
9,336,Fluorouracil,miR-363,1
7,157,Tamoxifen,miR-181d,1
0,607,Cisplatin,miR-92b,1
0,129,Cisplatin,miR-146a,1
5,618,Doxorubicin,miR-99a-5p,1
10,268,Paclitaxel,miR-29b,1
0,111,Cisplatin,miR-136,1
23,6,Sirolimus,GAS5,1
13,282,Oxaliplatin,miR-30b,1
29,283,Verapamil,miR-30b*,1
84,175,Mitomycin C,miR-1908,1
0,502,Cisplatin,miR-522,1
5,395,Doxorubicin,miR-4430,1
13,97,Oxaliplatin,miR-1297,1
18,69,Vincristine,miR-1246,1
5,147,Doxorubicin,miR-16,1
18,258,Vincristine,miR-27a,1
13,96,Oxaliplatin,miR-1293,1
7,479,Tamoxifen,miR-515,1
54,76,L-asparaginase,miR-126,1
0,3,Cisplatin,CCAT1,1
0,239,Cisplatin,miR-22-3p,1
13,615,Oxaliplatin,miR-96-5p,1
1,334,Gemcitabine,miR-362,1
51,124,platinum-based doublet chemotherapy ,miR-144,1
13,524,Oxaliplatin,miR-585,1
51,41,platinum-based doublet chemotherapy ,miR-1,1
1,42,Gemcitabine,miR-100,1
7,259,Tamoxifen,miR-27b,1
52,230,5-Fluorouracil,miR-216,1
1,350,Gemcitabine,miR-372,1
27,368,Methotrexate,miR-382,1
1,24,Gemcitabine,TUG1,1
52,372,5-Fluorouracil,miR-3960,1
0,594,Cisplatin,miR-877,1
5,140,Doxorubicin,miR-154*,1
17,131,Adriamycin,miR-146b-5p,1
52,597,5-Fluorouracil,miR-887,1
7,243,Tamoxifen,miR-222,1
52,371,5-Fluorouracil,miR-3940,1
27,472,Methotrexate,miR-505,1
26,57,Bortezomib,miR-1202,1
1,190,Gemcitabine,miR-196a-5p,1
13,376,Oxaliplatin,miR-412,1
1,227,Gemcitabine,miR-214,1
1,415,Gemcitabine,miR-4521,1
49,129,Capecitabine,miR-146a,1
0,310,Cisplatin,miR-320a,1
29,506,Verapamil,miR-539,1
5,278,Doxorubicin,miR-302c*,1
18,207,Vincristine,miR-200b,1
26,93,Bortezomib,miR-129,1
57,373,FOLFOX Chemotherapy,miR-409,1
65,246,Prednisone,miR-224,1
3,45,Imatinib,miR-103,1
52,304,5-Fluorouracil,miR-3193,1
32,42,TRAIL therapy,miR-100,1
13,95,Oxaliplatin,miR-1290,1
52,134,5-Fluorouracil,miR-149,1
0,190,Cisplatin,miR-196a-5p,1
5,223,Doxorubicin,miR-210,1
0,323,Cisplatin,miR-340,1
6,254,Gefitinib,miR-26a,1
35,241,Melphalan,miR-221,1
18,270,Vincristine,miR-29b-2*,1
39,258,Taxol,miR-27a,1
32,241,TRAIL therapy,miR-221,1
17,259,Adriamycin,miR-27b,1
50,310,PLX4720,miR-320a,1
66,454,Paroxetine,miR-485,1
52,381,5-Fluorouracil,miR-424*,1
17,530,Adriamycin,miR-590-5p,1
96,239,Epirubicin hydrochloride,miR-22-3p,1
5,320,Doxorubicin,miR-33a,1
18,75,Vincristine,miR-125b-5p,1
10,614,Paclitaxel,miR-96,1
0,289,Cisplatin,miR-31,1
0,258,Cisplatin,miR-27a,1
5,241,Doxorubicin,miR-221,1
3,156,Imatinib,miR-181c,1
13,185,Oxaliplatin,miR-193b,1
19,203,Etoposide,miR-19b,1
0,118,Cisplatin,miR-141,1
17,129,Adriamycin,miR-146a,1
10,602,Paclitaxel,miR-922,1
3,35,Imatinib,let-7d,1
0,377,Cisplatin,miR-421,1
6,202,Gefitinib,miR-19a,1
57,197,FOLFOX Chemotherapy,miR-199a,1
37,52,Temozolomide,miR-10a,1
52,33,5-Fluorouracil,let-7b,1
1,220,Gemcitabine,miR-21,1
37,188,Temozolomide,miR-195,1
29,290,Verapamil,miR-31*,1
1,271,Gemcitabine,miR-29c,1
29,275,Verapamil,miR-302a,1
5,604,Doxorubicin,miR-92a,1
17,202,Adriamycin,miR-19a,1
5,560,Doxorubicin,miR-655,1
54,369,L-asparaginase,miR-383,1
29,563,Verapamil,miR-662,1
57,202,FOLFOX Chemotherapy,miR-19a,1
6,107,Gefitinib,miR-134,1
52,441,5-Fluorouracil,miR-4721,1
10,458,Paclitaxel,miR-490,1
1,477,Gemcitabine,miR-513a,1
0,414,Cisplatin,miR-452,1
64,485,Vinorelbine,miR-518e*,1
52,405,5-Fluorouracil,miR-4485,1
10,169,Paclitaxel,miR-188,1
0,154,Cisplatin,miR-181a*,1
7,319,Tamoxifen,miR-339,1
29,517,Verapamil,miR-569,1
10,104,Paclitaxel,miR-132,1
5,14,Doxorubicin,Lnc-VLDLR,1
5,177,Doxorubicin,miR-191*,1
10,233,Paclitaxel,miR-217,1
8,356,Trastuzumab,miR-375,1
65,75,Prednisone,miR-125b-5p,1
56,391,10-Hydroxycamptothecin,miR-429,1
6,16,Gefitinib,MALAT1,1
9,289,Fluorouracil,miR-31,1
113,241,Dihydrotestosterone,miR-221,1
13,619,Oxaliplatin,miR-99b,1
52,344,5-Fluorouracil,miR-3676,1
5,619,Doxorubicin,miR-99b,1
1,433,Gemcitabine,miR-4687,1
3,36,Imatinib,let-7e,1
29,332,Verapamil,miR-361,1
10,25,Paclitaxel,UCA1,1
117,258,Hydroxyurea,miR-27a,1
40,21,Dexamethasone,ROR1-AS1,1
29,617,Verapamil,miR-99a,1
13,520,Oxaliplatin,miR-576,1
93,505,intensive induction chemotherapy based on cytarabine and idarubicine,miR-532,1
13,63,Oxaliplatin,miR-1229-5p,1
29,307,Verapamil,miR-32,1
5,93,Doxorubicin,miR-129,1
5,347,Doxorubicin,miR-369,1
0,170,Cisplatin,miR-18a,1
52,90,5-Fluorouracil,miR-1285,1
34,103,Sorafenib,miR-130b,1
56,318,10-Hydroxycamptothecin,miR-338,1
5,457,Doxorubicin,miR-489,1
10,50,Paclitaxel,miR-106~25,1
10,220,Paclitaxel,miR-21,1
6,549,Gefitinib,miR-630,1
82,249,Cyclopamine,miR-23b,1
5,87,Doxorubicin,miR-128,1
52,60,5-Fluorouracil,miR-1226,1
6,353,Gefitinib,miR-374a,1
16,69,Docetaxel,miR-1246,1
13,583,Oxaliplatin,miR-765,1
82,170,Cyclopamine,miR-18a,1
51,409,platinum-based doublet chemotherapy ,miR-449a,1
0,481,Cisplatin,miR-517b,1
9,6,Fluorouracil,GAS5,1
76,245,Platinum,miR-223,1
6,284,Gefitinib,miR-30c,1
116,246,5-fluorouracil,miR-224,1
16,323,Docetaxel,miR-340,1
0,46,Cisplatin,miR-105,1
5,149,Doxorubicin,miR-17*,1
52,116,5-Fluorouracil,miR-140,1
50,340,PLX4720,miR-3651,1
0,241,Cisplatin,miR-221,1
1,268,Gemcitabine,miR-29b,1
0,263,Cisplatin,miR-296,1
29,165,Verapamil,miR-186,1
18,360,Vincristine,miR-378a,1
5,537,Doxorubicin,miR-605,1
1,216,Gemcitabine,miR-20a,1
16,223,Docetaxel,miR-210,1
29,508,Verapamil,miR-542,1
28,183,Pirarubicin,miR-193a,1
14,186,Carboplatin,miR-193b*,1
52,251,5-Fluorouracil,miR-24,1
10,553,Paclitaxel,miR-640,1
13,377,Oxaliplatin,miR-421,1
3,200,Imatinib,miR-199b,1
5,599,Doxorubicin,miR-892b,1
1,188,Gemcitabine,miR-195,1
9,156,Fluorouracil,miR-181c,1
0,73,Cisplatin,miR-125a,1
5,327,Doxorubicin,miR-34a,1
13,536,Oxaliplatin,miR-601,1
13,243,Oxaliplatin,miR-222,1
29,608,Verapamil,miR-93,1
5,601,Doxorubicin,miR-920,1
1,333,Gemcitabine,miR-3619,1
26,551,Bortezomib,miR-638,1
29,231,Verapamil,miR-216a,1
5,302,Doxorubicin,miR-3186,1
5,329,Doxorubicin,miR-34b,1
1,279,Gemcitabine,miR-3065,1
88,148,Selumetinib,miR-17,1
13,80,Oxaliplatin,miR-1264,1
7,25,Tamoxifen,UCA1,1
19,8,Etoposide,H19,1
10,184,Paclitaxel,miR-193a-3p,1
57,181,FOLFOX Chemotherapy,miR-192,1
1,172,Gemcitabine,miR-18b,1
5,148,Doxorubicin,miR-17,1
29,287,Verapamil,miR-30e,1
13,280,Oxaliplatin,miR-30a,1
17,25,Adriamycin,UCA1,1
5,137,Doxorubicin,miR-151,1
10,258,Paclitaxel,miR-27a,1
13,153,Oxaliplatin,miR-181a,1
52,444,5-Fluorouracil,miR-4725,1
9,63,Fluorouracil,miR-1229-5p,1
29,521,Verapamil,miR-578,1
34,325,Sorafenib,miR-345,1
52,128,5-Fluorouracil,miR-1469,1
3,259,Imatinib,miR-27b,1
17,4,Adriamycin,CRNDE,1
5,314,Doxorubicin,miR-328,1
0,156,Cisplatin,miR-181c,1
52,61,5-Fluorouracil,miR-1228,1
0,130,Cisplatin,miR-146b,1
10,501,Paclitaxel,miR-520h,1
52,103,5-Fluorouracil,miR-130b,1
52,256,5-Fluorouracil,miR-26b,1
5,265,Doxorubicin,miR-299,1
5,8,Doxorubicin,H19,1
5,88,Doxorubicin,miR-128-2,1
5,478,Doxorubicin,miR-514,1
7,206,Tamoxifen,miR-200a,1
18,246,Vincristine,miR-224,1
3,282,Imatinib,miR-30b,1
68,74,Mafosfamide,miR-125b,1
52,594,5-Fluorouracil,miR-877,1
0,506,Cisplatin,miR-539,1
10,47,Paclitaxel,miR-106a,1
52,309,5-Fluorouracil,miR-3200,1
80,558,pegIFN/RBV therapy,miR-652,1
53,34,Daunorubicin,let-7c,1
7,483,Tamoxifen,miR-518b,1
29,420,Verapamil,miR-454,1
13,101,Oxaliplatin,miR-130a,1
1,157,Gemcitabine,miR-181d,1
1,147,Gemcitabine,miR-16,1
57,216,FOLFOX Chemotherapy,miR-20a,1
29,147,Verapamil,miR-16,1
1,332,Gemcitabine,miR-361,1
19,488,Etoposide,miR-519,1
27,208,Methotrexate,miR-200c,1
19,317,Etoposide,miR-335,1
13,543,Oxaliplatin,miR-618,1
0,479,Cisplatin,miR-515,1
18,211,Vincristine,miR-203,1
52,391,5-Fluorouracil,miR-429,1
13,139,Oxaliplatin,miR-153,1
10,327,Paclitaxel,miR-34a,1
37,148,Temozolomide,miR-17,1
55,369,Prednisolone,miR-383,1
10,393,Paclitaxel,miR-433,1
57,237,FOLFOX Chemotherapy,miR-22,1
75,115,Sunitinib,miR-139,1
118,268,Ethanol,miR-29b,1
16,367,Docetaxel,miR-381,1
1,297,Gemcitabine,miR-3173,1
1,244,Gemcitabine,miR-222*,1
50,458,PLX4720,miR-490,1
50,141,PLX4720,miR-155,1
0,186,Cisplatin,miR-193b*,1
9,500,Fluorouracil,miR-520g,1
29,240,Verapamil,miR-220,1
5,73,Doxorubicin,miR-125a,1
13,10,Oxaliplatin,HULC,1
0,9,Cisplatin,HOTAIR,1
29,529,Verapamil,miR-590,1
5,460,Doxorubicin,miR-494,1
5,521,Doxorubicin,miR-578,1
0,4,Cisplatin,CRNDE,1
7,512,Tamoxifen,miR-550,1
16,216,Docetaxel,miR-20a,1
13,137,Oxaliplatin,miR-151,1
1,505,Gemcitabine,miR-532,1
52,577,5-Fluorouracil,miR-718,1
1,169,Gemcitabine,miR-188,1
10,19,Paclitaxel,NEAT1,1
107,229,Raltitrexed,miR-215,1
56,76,10-Hydroxycamptothecin,miR-126,1
10,500,Paclitaxel,miR-520g,1
7,9,Tamoxifen,HOTAIR,1
1,619,Gemcitabine,miR-99b,1
0,497,Cisplatin,miR-520c,1
13,318,Oxaliplatin,miR-338,1
5,520,Doxorubicin,miR-576,1
6,579,Gefitinib,miR-744,1
52,582,5-Fluorouracil,miR-762,1
3,37,Imatinib,let-7f,1
29,325,Verapamil,miR-345,1
5,318,Doxorubicin,miR-338,1
29,587,Verapamil,miR-769,1
5,181,Doxorubicin,miR-192,1
14,256,Carboplatin,miR-26b,1
10,266,Paclitaxel,miR-29a,1
55,34,Prednisolone,let-7c,1
5,531,Doxorubicin,miR-591,1
0,486,Cisplatin,miR-518f,1
5,308,Doxorubicin,miR-320,1
93,336,intensive induction chemotherapy based on cytarabine and idarubicine,miR-363,1
19,461,Etoposide,miR-495,1
29,374,Verapamil,miR-410,1
52,443,5-Fluorouracil,miR-4723,1
52,100,5-Fluorouracil,miR-1307,1
70,75,Rituximab,miR-125b-5p,1
5,283,Doxorubicin,miR-30b*,1
18,539,Vincristine,miR-6087,1
9,471,Fluorouracil,miR-503,1
52,445,5-Fluorouracil,miR-4732,1
92,153,histone deacetylase inhibitor,miR-181a,1
16,274,Docetaxel,miR-301b,1
29,129,Verapamil,miR-146a,1
52,429,5-Fluorouracil,miR-4674,1
10,116,Paclitaxel,miR-140,1
3,339,Imatinib,miR-365,1
5,114,Doxorubicin,miR-138-1*,1
1,261,Gemcitabine,miR-28,1
71,307,Cytarabine,miR-32,1
16,356,Docetaxel,miR-375,1
52,390,5-Fluorouracil,miR-4288,1
28,572,Pirarubicin,miR-6886-3p,1
31,116,Chemotherapy,miR-140,1
0,167,Cisplatin,miR-187,1
0,491,Cisplatin,miR-519c,1
52,397,5-Fluorouracil,miR-4463,1
1,453,Gemcitabine,miR-483,1
26,180,Bortezomib,miR-1915,1
5,563,Doxorubicin,miR-662,1
10,150,Paclitaxel,miR-17-5p,1
10,223,Paclitaxel,miR-210,1
5,210,Doxorubicin,miR-202,1
10,249,Paclitaxel,miR-23b,1
0,132,Cisplatin,miR-148a,1
1,40,Gemcitabine,let-7i,1
1,451,Gemcitabine,miR-4783,1
16,137,Docetaxel,miR-151,1
1,414,Gemcitabine,miR-452,1
1,70,Gemcitabine,miR-1247,1
8,223,Trastuzumab,miR-210,1
1,401,Gemcitabine,miR-4476,1
9,192,Fluorouracil,miR-197,1
52,578,5-Fluorouracil,miR-720,1
5,105,Doxorubicin,miR-133a,1
5,388,Doxorubicin,miR-4284,1
7,327,Tamoxifen,miR-34a,1
10,351,Paclitaxel,miR-373,1
38,236,Cetuximab,miR-219-2,1
0,25,Cisplatin,UCA1,1
92,285,histone deacetylase inhibitor,miR-30d,1
1,418,Gemcitabine,miR-4532,1
0,565,Cisplatin,miR-663a,1
5,224,Doxorubicin,miR-211,1
7,332,Tamoxifen,miR-361,1
16,134,Docetaxel,miR-149,1
5,505,Doxorubicin,miR-532,1
29,498,Verapamil,miR-520d,1
5,248,Doxorubicin,miR-23a,1
10,247,Paclitaxel,miR-2277,1
34,28,Sorafenib,linc-VLDLR,1
1,291,Gemcitabine,miR-3126,1
37,147,Temozolomide,miR-16,1
5,76,Doxorubicin,miR-126,1
52,313,5-Fluorouracil,miR-324,1
29,526,Verapamil,miR-587,1
29,497,Verapamil,miR-520c,1
29,116,Verapamil,miR-140,1
0,34,Cisplatin,let-7c,1
10,145,Paclitaxel,miR-15b,1
84,237,Mitomycin C,miR-22,1
76,101,Platinum,miR-130a,1
10,167,Paclitaxel,miR-187,1
29,118,Verapamil,miR-141,1
13,216,Oxaliplatin,miR-20a,1
7,355,Tamoxifen,miR-374b,1
13,246,Oxaliplatin,miR-224,1
16,73,Docetaxel,miR-125a,1
0,468,Cisplatin,miR-501,1
10,48,Paclitaxel,miR-106b,1
10,110,Paclitaxel,miR-135b,1
0,237,Cisplatin,miR-22,1
9,30,Fluorouracil,Let-7a,1
5,54,Doxorubicin,miR-10a*,1
38,412,Cetuximab,miR-451,1
5,348,Doxorubicin,miR-370,1
5,527,Doxorubicin,miR-588,1
91,266,Fludarabine,miR-29a,1
5,463,Doxorubicin,miR-497,1
0,349,Cisplatin,miR-371,1
75,183,Sunitinib,miR-193a,1
52,439,5-Fluorouracil,miR-4713,1
5,574,Doxorubicin,miR-7-1*,1
6,243,Gefitinib,miR-222,1
0,48,Cisplatin,miR-106b,1
13,55,Oxaliplatin,miR-10b,1
1,305,Gemcitabine,miR-3195,1
18,243,Vincristine,miR-222,1
57,470,FOLFOX Chemotherapy,miR-502,1
65,220,Prednisone,miR-21,1
43,207,Curcumin,miR-200b,1
14,233,Carboplatin,miR-217,1
77,431,Levetiracetam,miR-468,1
3,185,Imatinib,miR-193b,1
52,450,5-Fluorouracil,miR-4758,1
50,317,PLX4720,miR-335,1
48,252,Epirubicin,miR-25,1
53,77,Daunorubicin,miR-126*,1
29,550,Verapamil,miR-633,1
1,583,Gemcitabine,miR-765,1
16,148,Docetaxel,miR-17,1
64,184,Vinorelbine,miR-193a-3p,1
10,31,Paclitaxel,hsa-1274A,1
0,185,Cisplatin,miR-193b,1
52,85,5-Fluorouracil,miR-1275,1
13,230,Oxaliplatin,miR-216,1
31,229,Chemotherapy,miR-215,1
47,30,Interferon-gamma,Let-7a,1
50,614,PLX4720,miR-96,1
41,21,Ibrutinib,ROR1-AS1,1
5,231,Doxorubicin,miR-216a,1
13,211,Oxaliplatin,miR-203,1
5,616,Doxorubicin,miR-98,1
5,343,Doxorubicin,miR-367,1
1,492,Gemcitabine,miR-519d,1
32,145,TRAIL therapy,miR-15b,1
5,562,Doxorubicin,miR-660,1
29,527,Verapamil,miR-588,1
7,192,Tamoxifen,miR-197,1
1,435,Gemcitabine,miR-4695,1
5,465,Doxorubicin,miR-500,1
13,356,Oxaliplatin,miR-375,1
0,23,Cisplatin,SNHG5,1
13,266,Oxaliplatin,miR-29a,1
50,605,PLX4720,miR-92a-1,1
27,308,Methotrexate,miR-320,1
52,291,5-Fluorouracil,miR-3126,1
10,129,Paclitaxel,miR-146a,1
10,147,Paclitaxel,miR-16,1
38,203,Cetuximab,miR-19b,1
18,600,Vincristine,miR-9,1
57,214,FOLFOX Chemotherapy,miR-205,1
5,146,Doxorubicin,miR-15b*,1
57,47,FOLFOX Chemotherapy,miR-106a,1
5,454,Doxorubicin,miR-485,1
1,419,Gemcitabine,miR-4535,1
29,252,Verapamil,miR-25,1
27,356,Methotrexate,miR-375,1
52,99,5-Fluorouracil,miR-130,1
52,78,5-Fluorouracil,miR-1260,1
7,76,Tamoxifen,miR-126,1
1,413,Gemcitabine,miR-4516,1
18,157,Vincristine,miR-181d,1
34,101,Sorafenib,miR-130a,1
1,471,Gemcitabine,miR-503,1
52,617,5-Fluorouracil,miR-99a,1
0,87,Cisplatin,miR-128,1
0,337,Cisplatin,miR-363*,1
52,565,5-Fluorouracil,miR-663a,1
1,330,Gemcitabine,miR-34c,1
29,308,Verapamil,miR-320,1
29,583,Verapamil,miR-765,1
16,349,Docetaxel,miR-371,1
29,146,Verapamil,miR-15b*,1
3,172,Imatinib,miR-18b,1
29,343,Verapamil,miR-367,1
40,143,Dexamethasone,miR-15a,1
5,315,Doxorubicin,miR-330,1
57,171,FOLFOX Chemotherapy,miR-18a*,1
5,517,Doxorubicin,miR-569,1
9,120,Fluorouracil,miR-141-3p,1
52,567,5-Fluorouracil,miR-671,1
52,386,5-Fluorouracil,miR-4261,1
84,248,Mitomycin C,miR-23a,1
26,69,Bortezomib,miR-1246,1
1,365,Gemcitabine,miR-378g,1
42,116,Erlotinib,miR-140,1
19,50,Etoposide,miR-106~25,1
5,186,Doxorubicin,miR-193b*,1
0,351,Cisplatin,miR-373,1
5,585,Doxorubicin,miR-767,1
1,578,Gemcitabine,miR-720,1
1,366,Gemcitabine,miR-378i,1
48,212,Epirubicin,miR-204,1
5,117,Doxorubicin,miR-140-3p,1
0,476,Cisplatin,miR-512,1
52,402,5-Fluorouracil,miR-4478,1
29,352,Verapamil,miR-373*,1
10,226,Paclitaxel,miR-213,1
5,232,Doxorubicin,miR-216b,1
0,596,Cisplatin,miR-886,1
52,568,5-Fluorouracil,miR-675,1
29,197,Verapamil,miR-199a,1
5,558,Doxorubicin,miR-652,1
14,9,Carboplatin,HOTAIR,1
0,350,Cisplatin,miR-372,1
50,332,PLX4720,miR-361,1
0,231,Cisplatin,miR-216a,1
29,274,Verapamil,miR-301b,1
10,326,Paclitaxel,miR-346,1
10,559,Paclitaxel,miR-654-5p,1
10,141,Paclitaxel,miR-155,1
18,460,Vincristine,miR-494,1
27,332,Methotrexate,miR-361,1
34,246,Sorafenib,miR-224,1
7,219,Tamoxifen,miR-20b*,1
29,585,Verapamil,miR-767,1
7,485,Tamoxifen,miR-518e*,1
1,242,Gemcitabine,miR-221*,1
20,6,Mitoxantrone,GAS5,1
56,39,10-Hydroxycamptothecin,let-7g,1
29,531,Verapamil,miR-591,1
75,160,Sunitinib,miR-1825,1
5,216,Doxorubicin,miR-20a,1
29,515,Verapamil,miR-563,1
30,30,epirubicin,Let-7a,1
5,121,Doxorubicin,miR-142,1
1,383,Gemcitabine,miR-425*,1
90,151,Topotecan,miR-17-92,1
29,265,Verapamil,miR-299,1
52,326,5-Fluorouracil,miR-346,1
72,92,Anastrozole,miR-128a,1
16,130,Docetaxel,miR-146b,1
66,282,Paroxetine,miR-30b,1
49,229,Capecitabine,miR-215,1
1,76,Gemcitabine,miR-126,1
1,576,Gemcitabine,miR-708,1
29,511,Verapamil,miR-548a,1
5,129,Doxorubicin,miR-146a,1
1,434,Gemcitabine,miR-4689,1
1,371,Gemcitabine,miR-3940,1
18,167,Vincristine,miR-187,1
18,58,Vincristine,miR-1207,1
10,609,Paclitaxel,miR-933,1
1,479,Gemcitabine,miR-515,1
5,376,Doxorubicin,miR-412,1
3,92,Imatinib,miR-128a,1
6,617,Gefitinib,miR-99a,1
3,23,Imatinib,SNHG5,1
52,254,5-Fluorouracil,miR-26a,1
31,153,Chemotherapy,miR-181a,1
5,548,Doxorubicin,miR-629,1
5,144,Doxorubicin,miR-15a*,1
52,295,5-Fluorouracil,miR-3147,1
51,466,platinum-based doublet chemotherapy ,miR-500a,1
1,389,Gemcitabine,miR-4286,1
27,165,Methotrexate,miR-186,1
29,204,Verapamil,miR-19b-1*,1
