drug_id,rna_id,drug_name,rna_name,label
52,204,5-Fluorouracil,miR-19b-1*,1
80,301,pegIFN/RBV therapy,miR-3184,0
27,524,Methotrexate,miR-585,0
13,425,Oxaliplatin,miR-4646,0
18,166,Vincristine,miR-186*,1
75,263,Sunitinib,miR-296,1
1,61,Gemcitabine,miR-1228,1
61,495,Lorlatinib,miR-520a,0
84,248,Mitomycin C,miR-23a,1
57,59,FOLFOX Chemotherapy,miR-122,1
69,42,Retinoic Acid,miR-100,0
108,147,Tomudex,miR-16,0
30,213,epirubicin,miR-204-5p,0
5,463,Doxorubicin,miR-497,1
26,76,Bortezomib,miR-126,0
1,315,Gemcitabine,miR-330,1
6,83,Gefitinib,miR-127,1
79,329,Ribavirin,miR-34b,1
17,328,Adriamycin,miR-34a-5p,0
83,146,Interferon-alpha,miR-15b*,0
14,166,Carboplatin,miR-186*,1
77,187,Levetiracetam,miR-194,0
118,268,Ethanol,miR-29b,1
5,462,Doxorubicin,miR-496,1
30,149,epirubicin,miR-17*,0
9,471,Fluorouracil,miR-503,1
13,571,Oxaliplatin,miR-6845-5p,1
119,492,chemotherapy,miR-519d,0
104,373,Dibenziodolium,miR-409,0
71,186,Cytarabine,miR-193b*,0
97,427,Fulvestrant,miR-4665,0
59,575,Vemurafenib,miR-7-5p,0
68,27,Mafosfamide,XLOC_006753,0
0,149,Cisplatin,miR-17*,0
79,99,Ribavirin,miR-130,0
52,615,5-Fluorouracil,miR-96-5p,0
0,212,Cisplatin,miR-204,1
57,170,FOLFOX Chemotherapy,miR-18a,1
1,579,Gemcitabine,miR-744,0
16,199,Docetaxel,miR-199a-5p,0
81,567,Dichloroacetate,miR-671,0
52,193,5-Fluorouracil,miR-197-3p,0
116,134,5-fluorouracil,miR-149,0
65,114,Prednisone,miR-138-1*,1
96,239,Epirubicin hydrochloride,miR-22-3p,1
2,81,Dasatinib,miR-1265,0
105,500,Hydrogen Peroxide,miR-520g,0
9,202,Fluorouracil,miR-19a,1
105,539,Hydrogen Peroxide,miR-6087,0
5,136,Doxorubicin,miR-150,1
67,250,Cyclophosphamide,miR-23b-3p,0
5,617,Doxorubicin,miR-99a,1
72,138,Anastrozole,miR-152,0
0,129,Cisplatin,miR-146a,1
96,18,Epirubicin hydrochloride,MRUL,0
50,249,PLX4720,miR-23b,1
23,44,Sirolimus,miR-101,1
3,615,Imatinib,miR-96-5p,0
13,173,Oxaliplatin,miR-19,0
0,457,Cisplatin,miR-489,1
76,235,Platinum,miR-219,0
101,459,Arsenic Trioxide,miR-491,0
78,523,Valproate,miR-584,0
95,258,SIOP treatment protocol,miR-27a,1
114,197,DAPT,miR-199a,0
5,39,Doxorubicin,let-7g,1
1,573,Gemcitabine,miR-7,1
62,70,Colchicine,miR-1247,0
97,508,Fulvestrant,miR-542,0
34,60,Sorafenib,miR-1226,0
4,393,Nilotinib,miR-433,0
5,454,Doxorubicin,miR-485,1
91,496,Fludarabine,miR-520b,0
27,356,Methotrexate,miR-375,1
7,73,Tamoxifen,miR-125a,1
113,45,Dihydrotestosterone,miR-103,0
16,118,Docetaxel,miR-141,1
29,102,Verapamil,miR-130a-3p,0
7,157,Tamoxifen,miR-181d,1
56,15,10-Hydroxycamptothecin,MACC1-AS1,0
97,33,Fulvestrant,let-7b,0
5,143,Doxorubicin,miR-15a,1
52,457,5-Fluorouracil,miR-489,0
57,44,FOLFOX Chemotherapy,miR-101,1
117,385,Hydroxyurea,miR-4258,0
24,327,Temsirolimus,miR-34a,0
93,181,intensive induction chemotherapy based on cytarabine and idarubicine,miR-192,0
70,479,Rituximab,miR-515,0
34,355,Sorafenib,miR-374b,1
10,453,Paclitaxel,miR-483,1
83,208,Interferon-alpha,miR-200c,0
15,489,Tetraplatin,miR-519a,0
13,252,Oxaliplatin,miR-25,1
10,82,Paclitaxel,miR-1268,1
57,55,FOLFOX Chemotherapy,miR-10b,1
29,579,Verapamil,miR-744,0
0,234,Cisplatin,miR-218,1
64,525,Vinorelbine,miR-586,1
0,331,Cisplatin,miR-3607,1
86,487,Arsenic trioxide,miR-518f*,0
26,327,Bortezomib,miR-34a,0
5,11,Doxorubicin,LINP1,1
37,287,Temozolomide,miR-30e,0
46,176,Vinblastine,miR-191,0
9,454,Fluorouracil,miR-485,0
0,46,Cisplatin,miR-105,1
28,129,Pirarubicin,miR-146a,0
52,252,5-Fluorouracil,miR-25,1
109,326,Lapatinib,miR-346,0
93,520,intensive induction chemotherapy based on cytarabine and idarubicine,miR-576,0
52,440,5-Fluorouracil,miR-4716,1
115,498,modified ALLIC BFM 2002 protocol,miR-520d,0
11,486,Propofol,miR-518f,0
29,204,Verapamil,miR-19b-1*,1
18,270,Vincristine,miR-29b-2*,1
100,511,Teniposide,miR-548a,0
118,563,Ethanol,miR-662,0
6,202,Gefitinib,miR-19a,1
49,505,Capecitabine,miR-532,0
55,147,Prednisolone,miR-16,0
106,220,Pingyangmycin,miR-21,1
4,152,Nilotinib,miR-181,0
18,66,Vincristine,miR-1236,1
11,415,Propofol,miR-4521,0
16,185,Docetaxel,miR-193b,1
31,618,Chemotherapy,miR-99a-5p,0
23,452,Sirolimus,miR-4787,0
1,364,Gemcitabine,miR-378f,1
93,357,intensive induction chemotherapy based on cytarabine and idarubicine,miR-376c,0
31,560,Chemotherapy,miR-655,0
5,181,Doxorubicin,miR-192,1
52,315,5-Fluorouracil,miR-330,1
57,51,FOLFOX Chemotherapy,miR-107,1
52,408,5-Fluorouracil,miR-4497,1
78,15,Valproate,MACC1-AS1,0
62,566,Colchicine,miR-665,0
5,6,Doxorubicin,GAS5,1
52,78,5-Fluorouracil,miR-1260,1
5,101,Doxorubicin,miR-130a,1
34,325,Sorafenib,miR-345,1
1,253,Gemcitabine,miR-25*,1
5,288,Doxorubicin,miR-30e*,1
29,403,Verapamil,miR-448,1
13,379,Oxaliplatin,miR-423,1
29,265,Verapamil,miR-299,1
58,297,Fluoropyrimidine,miR-3173,0
50,347,PLX4720,miR-369,0
10,501,Paclitaxel,miR-520h,1
1,178,Gemcitabine,miR-1913,1
39,26,Taxol,XIST,0
52,116,5-Fluorouracil,miR-140,1
5,167,Doxorubicin,miR-187,1
83,220,Interferon-alpha,miR-21,1
50,282,PLX4720,miR-30b,1
10,587,Paclitaxel,miR-769,1
0,74,Cisplatin,miR-125b,1
26,142,Bortezomib,miR-155-5p,0
52,309,5-Fluorouracil,miR-3200,1
120,98,AED therapy,miR-1299,0
87,392,Irinotecan,miR-431,0
18,41,Vincristine,miR-1,1
18,74,Vincristine,miR-125b,1
34,155,Sorafenib,miR-181b,1
42,44,Erlotinib,miR-101,0
6,265,Gefitinib,miR-299,1
80,407,pegIFN/RBV therapy,miR-4492,0
7,486,Tamoxifen,miR-518f,1
0,361,Cisplatin,miR-378c,1
43,617,Curcumin,miR-99a,0
9,96,Fluorouracil,miR-1293,0
19,252,Etoposide,miR-25,0
4,446,Nilotinib,miR-4739,0
10,226,Paclitaxel,miR-213,1
95,334,SIOP treatment protocol,miR-362,0
90,151,Topotecan,miR-17-92,1
27,134,Methotrexate,miR-149,1
52,495,5-Fluorouracil,miR-520a,1
102,310,Betulinic acid,miR-320a,0
5,137,Doxorubicin,miR-151,1
39,512,Taxol,miR-550,0
13,246,Oxaliplatin,miR-224,1
10,343,Paclitaxel,miR-367,1
29,614,Verapamil,miR-96,1
1,441,Gemcitabine,miR-4721,1
5,525,Doxorubicin,miR-586,1
1,243,Gemcitabine,miR-222,1
52,168,5-Fluorouracil,miR-187*,1
29,421,Verapamil,miR-455,1
26,379,Bortezomib,miR-423,0
78,591,Valproate,miR-874,0
66,221,Paroxetine,miR-21*,1
37,12,Temozolomide,LOC285194,0
72,339,Anastrozole,miR-365,0
5,453,Doxorubicin,miR-483,1
4,466,Nilotinib,miR-500a,0
10,3,Paclitaxel,CCAT1,1
13,51,Oxaliplatin,miR-107,1
5,589,Doxorubicin,miR-802,1
82,298,Cyclopamine,miR-3177,0
0,275,Cisplatin,miR-302a,0
116,380,5-fluorouracil,miR-424,0
5,374,Doxorubicin,miR-410,1
108,479,Tomudex,miR-515,0
16,324,Docetaxel,miR-342,1
91,186,Fludarabine,miR-193b*,0
84,130,Mitomycin C,miR-146b,1
19,163,Etoposide,miR-184,1
0,141,Cisplatin,miR-155,1
29,347,Verapamil,miR-369,1
9,228,Fluorouracil,miR-214*,0
52,445,5-Fluorouracil,miR-4732,1
104,518,Dibenziodolium,miR-571,0
52,542,5-Fluorouracil,miR-615,1
91,290,Fludarabine,miR-31*,0
107,536,Raltitrexed,miR-601,0
64,42,Vinorelbine,miR-100,0
18,470,Vincristine,miR-502,0
1,350,Gemcitabine,miR-372,1
0,111,Cisplatin,miR-136,1
77,446,Levetiracetam,miR-4739,0
1,434,Gemcitabine,miR-4689,1
73,420,Exemestane,miR-454,0
7,120,Tamoxifen,miR-141-3p,0
72,92,Anastrozole,miR-128a,1
86,44,Arsenic trioxide,miR-101,0
101,130,Arsenic Trioxide,miR-146b,0
17,241,Adriamycin,miR-221,1
29,21,Verapamil,ROR1-AS1,0
69,302,Retinoic Acid,miR-3186,0
1,449,Gemcitabine,miR-4750,1
108,202,Tomudex,miR-19a,0
117,521,Hydroxyurea,miR-578,0
102,183,Betulinic acid,miR-193a,0
74,22,Letrozole,SLC25A25-AS1,0
58,344,Fluoropyrimidine,miR-3676,0
7,482,Tamoxifen,miR-517c,1
38,35,Cetuximab,let-7d,0
50,108,PLX4720,miR-1343,0
9,152,Fluorouracil,miR-181,0
77,368,Levetiracetam,miR-382,0
1,17,Gemcitabine,MEG3,1
0,20,Cisplatin,PVT1,1
70,447,Rituximab,miR-4745,0
85,207,Pertuzumab,miR-200b,0
52,126,5-Fluorouracil,miR-145,1
1,101,Gemcitabine,miR-130a,1
29,329,Verapamil,miR-34b,1
29,416,Verapamil,miR-453,1
89,419,Staurosporine,miR-4535,0
111,279,10-hydroxycamptothecin,miR-3065,0
10,50,Paclitaxel,miR-106~25,1
9,59,Fluorouracil,miR-122,1
27,116,Methotrexate,miR-140,1
5,265,Doxorubicin,miR-299,1
10,328,Paclitaxel,miR-34a-5p,0
52,89,5-Fluorouracil,miR-1280,1
12,596,Antioestrogens,miR-886,0
9,7,Fluorouracil,GIHCG,1
82,470,Cyclopamine,miR-502,0
29,123,Verapamil,miR-143*,1
103,121,Carmustine,miR-142,0
52,99,5-Fluorouracil,miR-130,1
5,259,Doxorubicin,miR-27b,1
1,418,Gemcitabine,miR-4532,1
0,231,Cisplatin,miR-216a,1
36,430,Oxymatrine,miR-4675,0
52,170,5-Fluorouracil,miR-18a,1
62,240,Colchicine,miR-220,0
16,295,Docetaxel,miR-3147,0
16,225,Docetaxel,miR-212,1
7,313,Tamoxifen,miR-324,1
107,107,Raltitrexed,miR-134,0
10,192,Paclitaxel,miR-197,1
53,34,Daunorubicin,let-7c,1
10,219,Paclitaxel,miR-20b*,1
114,515,DAPT,miR-563,0
39,418,Taxol,miR-4532,0
110,467,Pemetrexed,miR-500b,0
21,152,Nutlin-3a,miR-181,0
52,390,5-Fluorouracil,miR-4288,1
31,272,Chemotherapy,miR-300,0
13,69,Oxaliplatin,miR-1246,1
38,184,Cetuximab,miR-193a-3p,0
43,131,Curcumin,miR-146b-5p,0
5,274,Doxorubicin,miR-301b,1
113,527,Dihydrotestosterone,miR-588,0
74,154,Letrozole,miR-181a*,0
42,16,Erlotinib,MALAT1,0
1,40,Gemcitabine,let-7i,1
17,258,Adriamycin,miR-27a,1
97,189,Fulvestrant,miR-196a,1
17,520,Adriamycin,miR-576,0
69,33,Retinoic Acid,let-7b,0
13,208,Oxaliplatin,miR-200c,1
8,241,Trastuzumab,miR-221,1
0,5,Cisplatin,CUDR,1
72,193,Anastrozole,miR-197-3p,0
71,167,Cytarabine,miR-187,0
24,437,Temsirolimus,miR-4710,0
10,150,Paclitaxel,miR-17-5p,1
38,176,Cetuximab,miR-191,0
2,266,Dasatinib,miR-29a,0
99,489,Euthyrox,miR-519a,0
73,404,Exemestane,miR-4484,0
6,615,Gefitinib,miR-96-5p,0
5,118,Doxorubicin,miR-141,1
6,33,Gefitinib,let-7b,1
5,575,Doxorubicin,miR-7-5p,0
51,33,platinum-based doublet chemotherapy ,let-7b,1
25,230,"1,25(OH)2D3",miR-216,0
47,100,Interferon-gamma,miR-1307,0
120,405,AED therapy,miR-4485,0
64,184,Vinorelbine,miR-193a-3p,1
74,310,Letrozole,miR-320a,0
5,302,Doxorubicin,miR-3186,1
95,327,SIOP treatment protocol,miR-34a,0
31,336,Chemotherapy,miR-363,1
6,356,Gefitinib,miR-375,1
1,407,Gemcitabine,miR-4492,1
52,100,5-Fluorouracil,miR-1307,1
51,279,platinum-based doublet chemotherapy ,miR-3065,1
78,520,Valproate,miR-576,0
56,104,10-Hydroxycamptothecin,miR-132,1
45,537,Camptothecin,miR-605,0
16,176,Docetaxel,miR-191,1
27,165,Methotrexate,miR-186,1
3,200,Imatinib,miR-199b,1
80,170,pegIFN/RBV therapy,miR-18a,1
10,106,Paclitaxel,miR-133b,1
13,188,Oxaliplatin,miR-195,1
10,95,Paclitaxel,miR-1290,1
46,29,Vinblastine,Let-7,1
18,397,Vincristine,miR-4463,0
75,136,Sunitinib,miR-150,1
61,479,Lorlatinib,miR-515,0
82,555,Cyclopamine,miR-647,0
97,260,Fulvestrant,miR-27b ,0
88,180,Selumetinib,miR-1915,0
75,126,Sunitinib,miR-145,1
15,138,Tetraplatin,miR-152,0
15,181,Tetraplatin,miR-192,0
6,366,Gefitinib,miR-378i,0
100,76,Teniposide,miR-126,0
85,144,Pertuzumab,miR-15a*,0
13,83,Oxaliplatin,miR-127,1
95,13,SIOP treatment protocol,LUCAT1,0
5,320,Doxorubicin,miR-33a,1
16,259,Docetaxel,miR-27b,1
29,348,Verapamil,miR-370,1
29,214,Verapamil,miR-205,1
50,316,PLX4720,miR-331,1
51,23,platinum-based doublet chemotherapy ,SNHG5,0
10,170,Paclitaxel,miR-18a,1
93,206,intensive induction chemotherapy based on cytarabine and idarubicine,miR-200a,0
36,231,Oxymatrine,miR-216a,0
79,606,Ribavirin,miR-92a-2*,0
5,84,Doxorubicin,miR-1273g,1
29,281,Verapamil,miR-30a*,1
42,82,Erlotinib,miR-1268,0
102,79,Betulinic acid,miR-1260b,0
29,132,Verapamil,miR-148a,1
65,332,Prednisone,miR-361,0
17,327,Adriamycin,miR-34a,1
52,66,5-Fluorouracil,miR-1236,1
57,41,FOLFOX Chemotherapy,miR-1,0
26,297,Bortezomib,miR-3173,0
0,218,Cisplatin,miR-20b,1
39,100,Taxol,miR-1307,1
0,461,Cisplatin,miR-495,1
38,337,Cetuximab,miR-363*,0
52,118,5-Fluorouracil,miR-141,1
4,442,Nilotinib,miR-4722,0
11,194,Propofol,miR-1973,0
2,62,Dasatinib,miR-1228*,0
106,290,Pingyangmycin,miR-31*,0
5,305,Doxorubicin,miR-3195,0
4,50,Nilotinib,miR-106~25,0
52,250,5-Fluorouracil,miR-23b-3p,0
98,459,Leucovorin,miR-491,0
18,395,Vincristine,miR-4430,1
14,186,Carboplatin,miR-193b*,1
120,566,AED therapy,miR-665,0
7,448,Tamoxifen,miR-4749,0
7,501,Tamoxifen,miR-520h,1
0,459,Cisplatin,miR-491,1
13,536,Oxaliplatin,miR-601,1
10,86,Paclitaxel,miR-1277,1
109,545,Lapatinib,miR-625,0
65,132,Prednisone,miR-148a,0
6,235,Gefitinib,miR-219,0
13,230,Oxaliplatin,miR-216,1
1,297,Gemcitabine,miR-3173,1
52,582,5-Fluorouracil,miR-762,1
16,193,Docetaxel,miR-197-3p,0
92,335,histone deacetylase inhibitor,miR-3621,0
1,245,Gemcitabine,miR-223,1
52,238,5-Fluorouracil,miR-22*,1
31,374,Chemotherapy,miR-410,0
1,347,Gemcitabine,miR-369,1
10,208,Paclitaxel,miR-200c,1
24,0,Temsirolimus,ANRIL,0
51,115,platinum-based doublet chemotherapy ,miR-139,1
64,393,Vinorelbine,miR-433,0
23,312,Sirolimus,miR-320d,0
92,174,histone deacetylase inhibitor,miR-190,0
12,1,Antioestrogens,BCAR4,1
52,436,5-Fluorouracil,miR-4707,1
101,131,Arsenic Trioxide,miR-146b-5p,0
51,551,platinum-based doublet chemotherapy ,miR-638,0
58,258,Fluoropyrimidine,miR-27a,1
71,558,Cytarabine,miR-652,0
38,38,Cetuximab,let-7f-1*,1
2,356,Dasatinib,miR-375,0
7,176,Tamoxifen,miR-191,0
105,399,Hydrogen Peroxide,miR-4466,0
1,505,Gemcitabine,miR-532,1
20,262,Mitoxantrone,miR-2861,0
38,356,Cetuximab,miR-375,1
83,73,Interferon-alpha,miR-125a,0
7,233,Tamoxifen,miR-217,1
52,396,5-Fluorouracil,miR-4454,1
49,123,Capecitabine,miR-143*,0
5,585,Doxorubicin,miR-767,1
70,200,Rituximab,miR-199b,0
0,335,Cisplatin,miR-3621,1
73,431,Exemestane,miR-468,0
52,337,5-Fluorouracil,miR-363*,1
92,199,histone deacetylase inhibitor,miR-199a-5p,1
73,215,Exemestane,miR-206,0
0,62,Cisplatin,miR-1228*,1
31,366,Chemotherapy,miR-378i,0
1,38,Gemcitabine,let-7f-1*,1
1,301,Gemcitabine,miR-3184,1
110,160,Pemetrexed,miR-1825,0
65,27,Prednisone,XLOC_006753,0
70,75,Rituximab,miR-125b-5p,1
74,164,Letrozole,miR-185,0
1,557,Gemcitabine,miR-651,0
23,148,Sirolimus,miR-17,1
29,470,Verapamil,miR-502,1
5,197,Doxorubicin,miR-199a,1
64,589,Vinorelbine,miR-802,0
23,520,Sirolimus,miR-576,0
107,47,Raltitrexed,miR-106a,0
52,533,5-Fluorouracil,miR-593,1
5,44,Doxorubicin,miR-101,1
73,589,Exemestane,miR-802,0
51,120,platinum-based doublet chemotherapy ,miR-141-3p,0
19,141,Etoposide,miR-155,1
52,244,5-Fluorouracil,miR-222*,1
37,74,Temozolomide,miR-125b,1
34,59,Sorafenib,miR-122,1
89,53,Staurosporine,miR-10a ,0
5,162,Doxorubicin,miR-183,1
12,565,Antioestrogens,miR-663a,0
12,494,Antioestrogens,miR-520,0
50,36,PLX4720,let-7e,1
49,472,Capecitabine,miR-505,0
108,351,Tomudex,miR-373,0
52,505,5-Fluorouracil,miR-532,1
33,267,Glucocorticoid,miR-29a*,0
54,510,L-asparaginase,miR-545,0
34,191,Sorafenib,miR-196b,0
52,437,5-Fluorouracil,miR-4710,1
1,167,Gemcitabine,miR-187,1
51,251,platinum-based doublet chemotherapy ,miR-24,1
71,394,Cytarabine,miR-4428,0
26,95,Bortezomib,miR-1290,1
0,327,Cisplatin,miR-34a,1
5,581,Doxorubicin,miR-760,1
10,105,Paclitaxel,miR-133a,1
34,338,Sorafenib,miR-3647,0
6,48,Gefitinib,miR-106b,0
18,303,Vincristine,miR-3187,0
109,184,Lapatinib,miR-193a-3p,0
67,158,Cyclophosphamide,miR-182,0
26,15,Bortezomib,MACC1-AS1,0
4,45,Nilotinib,miR-103,0
18,69,Vincristine,miR-1246,1
1,396,Gemcitabine,miR-4454,1
34,24,Sorafenib,TUG1,0
0,312,Cisplatin,miR-320d,1
52,394,5-Fluorouracil,miR-4428,1
32,83,TRAIL therapy,miR-127,0
9,244,Fluorouracil,miR-222*,0
83,55,Interferon-alpha,miR-10b,0
45,255,Camptothecin,miR-26a-MM1,0
78,173,Valproate,miR-19,0
29,327,Verapamil,miR-34a,1
15,545,Tetraplatin,miR-625,0
7,555,Tamoxifen,miR-647,0
13,271,Oxaliplatin,miR-29c,1
101,1,Arsenic Trioxide,BCAR4,0
0,83,Cisplatin,miR-127,1
68,436,Mafosfamide,miR-4707,0
0,145,Cisplatin,miR-15b,1
29,393,Verapamil,miR-433,0
7,502,Tamoxifen,miR-522,1
1,546,Gemcitabine,miR-625*,1
77,453,Levetiracetam,miR-483,0
107,122,Raltitrexed,miR-143,0
20,354,Mitoxantrone,miR-374a*,0
13,220,Oxaliplatin,miR-21,1
52,444,5-Fluorouracil,miR-4725,1
12,281,Antioestrogens,miR-30a*,0
1,366,Gemcitabine,miR-378i,1
1,422,Gemcitabine,miR-455-3p,1
1,65,Gemcitabine,miR-1234,1
79,454,Ribavirin,miR-485,0
13,522,Oxaliplatin,miR-582,0
59,328,Vemurafenib,miR-34a-5p,0
9,69,Fluorouracil,miR-1246,1
17,33,Adriamycin,let-7b,0
1,330,Gemcitabine,miR-34c,1
18,391,Vincristine,miR-429,1
10,118,Paclitaxel,miR-141,1
14,9,Carboplatin,HOTAIR,1
72,261,Anastrozole,miR-28,0
90,44,Topotecan,miR-101,0
53,360,Daunorubicin,miR-378a,0
109,72,Lapatinib,miR-1258,0
83,360,Interferon-alpha,miR-378a,0
14,130,Carboplatin,miR-146b,1
1,508,Gemcitabine,miR-542,1
1,365,Gemcitabine,miR-378g,1
5,64,Doxorubicin,miR-1233,1
116,467,5-fluorouracil,miR-500b,0
87,529,Irinotecan,miR-590,0
13,256,Oxaliplatin,miR-26b,1
46,209,Vinblastine,miR-200c*,0
5,332,Doxorubicin,miR-361,1
50,386,PLX4720,miR-4261,0
10,326,Paclitaxel,miR-346,1
77,96,Levetiracetam,miR-1293,0
29,275,Verapamil,miR-302a,1
10,130,Paclitaxel,miR-146b,1
1,423,Gemcitabine,miR-4638,1
49,270,Capecitabine,miR-29b-2*,1
70,199,Rituximab,miR-199a-5p,0
52,468,5-Fluorouracil,miR-501,1
52,359,5-Fluorouracil,miR-378,1
40,132,Dexamethasone,miR-148a,0
52,230,5-Fluorouracil,miR-216,1
2,491,Dasatinib,miR-519c,0
54,459,L-asparaginase,miR-491,0
9,134,Fluorouracil,miR-149,1
36,83,Oxymatrine,miR-127,0
0,181,Cisplatin,miR-192,1
21,585,Nutlin-3a,miR-767,0
13,45,Oxaliplatin,miR-103,1
31,34,Chemotherapy,let-7c,0
5,522,Doxorubicin,miR-582,1
0,355,Cisplatin,miR-374b,1
25,244,"1,25(OH)2D3",miR-222*,0
0,559,Cisplatin,miR-654-5p,1
13,611,Oxaliplatin,miR-939,1
68,74,Mafosfamide,miR-125b,1
92,153,histone deacetylase inhibitor,miR-181a,1
3,92,Imatinib,miR-128a,1
0,266,Cisplatin,miR-29a,1
20,118,Mitoxantrone,miR-141,0
40,618,Dexamethasone,miR-99a-5p,0
0,73,Cisplatin,miR-125a,1
111,509,10-hydroxycamptothecin,miR-543,0
104,478,Dibenziodolium,miR-514,0
10,147,Paclitaxel,miR-16,1
1,394,Gemcitabine,miR-4428,1
38,120,Cetuximab,miR-141-3p,0
1,155,Gemcitabine,miR-181b,1
6,49,Gefitinib,miR-106b-25,0
57,248,FOLFOX Chemotherapy,miR-23a,0
42,490,Erlotinib,miR-519b,0
52,169,5-Fluorouracil,miR-188,1
64,250,Vinorelbine,miR-23b-3p,0
55,42,Prednisolone,miR-100,1
111,316,10-hydroxycamptothecin,miR-331,0
52,417,5-Fluorouracil,miR-4530,1
82,557,Cyclopamine,miR-651,0
6,379,Gefitinib,miR-423,1
10,227,Paclitaxel,miR-214,1
112,28,AGRO100,linc-VLDLR,0
1,415,Gemcitabine,miR-4521,1
63,280,Cyclosporin A,miR-30a,0
5,472,Doxorubicin,miR-505,1
52,612,5-Fluorouracil,miR-940,1
18,542,Vincristine,miR-615,1
17,28,Adriamycin,linc-VLDLR,1
13,202,Oxaliplatin,miR-19a,1
29,534,Verapamil,miR-593*,1
30,138,epirubicin,miR-152,0
112,594,AGRO100,miR-877,0
68,49,Mafosfamide,miR-106b-25,0
32,587,TRAIL therapy,miR-769,0
16,3,Docetaxel,CCAT1,1
7,9,Tamoxifen,HOTAIR,1
43,121,Curcumin,miR-142,0
5,459,Doxorubicin,miR-491,1
77,356,Levetiracetam,miR-375,0
5,271,Doxorubicin,miR-29c,1
1,405,Gemcitabine,miR-4485,1
33,540,Glucocorticoid,miR-613,0
72,126,Anastrozole,miR-145,0
102,397,Betulinic acid,miR-4463,0
0,55,Cisplatin,miR-10b,1
109,494,Lapatinib,miR-520,0
48,329,Epirubicin,miR-34b,0
13,495,Oxaliplatin,miR-520a,0
26,150,Bortezomib,miR-17-5p,0
3,75,Imatinib,miR-125b-5p,0
106,121,Pingyangmycin,miR-142,0
0,16,Cisplatin,MALAT1,1
55,259,Prednisolone,miR-27b,0
88,431,Selumetinib,miR-468,0
119,215,chemotherapy,miR-206,0
87,565,Irinotecan,miR-663a,0
116,482,5-fluorouracil,miR-517c,0
10,171,Paclitaxel,miR-18a*,1
52,392,5-Fluorouracil,miR-431,0
100,473,Teniposide,miR-506,0
13,257,Oxaliplatin,miR-275,1
64,279,Vinorelbine,miR-3065,0
106,208,Pingyangmycin,miR-200c,0
1,9,Gemcitabine,HOTAIR,1
50,142,PLX4720,miR-155-5p,0
0,584,Cisplatin,miR-766,1
23,480,Sirolimus,miR-517a,0
80,312,pegIFN/RBV therapy,miR-320d,0
15,531,Tetraplatin,miR-591,0
78,207,Valproate,miR-200b,0
27,434,Methotrexate,miR-4689,0
10,148,Paclitaxel,miR-17,1
6,74,Gefitinib,miR-125b,1
107,527,Raltitrexed,miR-588,0
67,259,Cyclophosphamide,miR-27b,1
2,582,Dasatinib,miR-762,0
10,538,Paclitaxel,miR-606,0
50,33,PLX4720,let-7b,1
52,433,5-Fluorouracil,miR-4687,1
14,606,Carboplatin,miR-92a-2*,1
4,26,Nilotinib,XIST,0
36,59,Oxymatrine,miR-122,0
70,618,Rituximab,miR-99a-5p,1
10,169,Paclitaxel,miR-188,1
1,218,Gemcitabine,miR-20b,1
34,460,Sorafenib,miR-494,1
105,258,Hydrogen Peroxide,miR-27a,0
57,202,FOLFOX Chemotherapy,miR-19a,1
13,81,Oxaliplatin,miR-1265,1
5,388,Doxorubicin,miR-4284,1
5,500,Doxorubicin,miR-520g,1
16,157,Docetaxel,miR-181d,1
115,368,modified ALLIC BFM 2002 protocol,miR-382,0
5,169,Doxorubicin,miR-188,1
1,479,Gemcitabine,miR-515,1
18,203,Vincristine,miR-19b,1
29,109,Verapamil,miR-135a,0
29,116,Verapamil,miR-140,1
0,117,Cisplatin,miR-140-3p,1
67,314,Cyclophosphamide,miR-328,0
108,366,Tomudex,miR-378i,0
16,220,Docetaxel,miR-21,1
38,319,Cetuximab,miR-339,1
4,64,Nilotinib,miR-1233,0
0,166,Cisplatin,miR-186*,1
102,240,Betulinic acid,miR-220,0
37,209,Temozolomide,miR-200c*,0
57,125,FOLFOX Chemotherapy,miR-144-3p,0
66,283,Paroxetine,miR-30b*,1
55,548,Prednisolone,miR-629,1
13,512,Oxaliplatin,miR-550,1
34,453,Sorafenib,miR-483,1
5,506,Doxorubicin,miR-539,1
82,40,Cyclopamine,let-7i,0
52,279,5-Fluorouracil,miR-3065,1
52,407,5-Fluorouracil,miR-4492,1
52,386,5-Fluorouracil,miR-4261,1
7,181,Tamoxifen,miR-192,0
35,243,Melphalan,miR-222,1
88,354,Selumetinib,miR-374a*,0
25,110,"1,25(OH)2D3",miR-135b,0
52,141,5-Fluorouracil,miR-155,1
113,74,Dihydrotestosterone,miR-125b,0
29,514,Verapamil,miR-560,1
54,617,L-asparaginase,miR-99a,1
54,390,L-asparaginase,miR-4288,0
112,29,AGRO100,Let-7,0
27,542,Methotrexate,miR-615,1
6,122,Gefitinib,miR-143,1
36,72,Oxymatrine,miR-1258,0
5,264,Doxorubicin,miR-298,1
54,1,L-asparaginase,BCAR4,0
16,187,Docetaxel,miR-194,1
56,318,10-Hydroxycamptothecin,miR-338,1
18,180,Vincristine,miR-1915,1
97,470,Fulvestrant,miR-502,0
1,578,Gemcitabine,miR-720,1
10,184,Paclitaxel,miR-193a-3p,1
17,45,Adriamycin,miR-103,1
1,619,Gemcitabine,miR-99b,1
116,128,5-fluorouracil,miR-1469,0
13,289,Oxaliplatin,miR-31,1
