drug_id,rna_id,drug_name,rna_name,label
49,472,Capecitabine,miR-505,0
10,273,Paclitaxel,miR-301a,1
84,436,Mitomycin C,miR-4707,0
100,526,Teniposide,miR-587,0
0,88,Cisplatin,miR-128-2,1
52,238,5-Fluorouracil,miR-22*,1
51,376,platinum-based doublet chemotherapy ,miR-412,0
117,70,Hydroxyurea,miR-1247,0
0,505,Cisplatin,miR-532,1
1,128,Gemcitabine,miR-1469,1
111,473,10-hydroxycamptothecin,miR-506,1
36,348,Oxymatrine,miR-370,0
114,62,DAPT,miR-1228*,0
38,620,Cetuximab,miR-99b*,1
5,392,Doxorubicin,miR-431,1
20,236,Mitoxantrone,miR-219-2,0
91,407,Fludarabine,miR-4492,0
52,543,5-Fluorouracil,miR-618,1
18,153,Vincristine,miR-181a,1
5,593,Doxorubicin,miR-876,1
13,196,Oxaliplatin,miR-198,0
5,315,Doxorubicin,miR-330,1
75,68,Sunitinib,miR-124,0
52,148,5-Fluorouracil,miR-17,1
8,121,Trastuzumab,miR-142,0
50,323,PLX4720,miR-340,1
1,399,Gemcitabine,miR-4466,1
3,314,Imatinib,miR-328,1
28,327,Pirarubicin,miR-34a,0
1,460,Gemcitabine,miR-494,1
28,184,Pirarubicin,miR-193a-3p,1
39,258,Taxol,miR-27a,1
116,597,5-fluorouracil,miR-887,0
23,148,Sirolimus,miR-17,1
0,487,Cisplatin,miR-518f*,1
5,317,Doxorubicin,miR-335,1
0,230,Cisplatin,miR-216,1
5,130,Doxorubicin,miR-146b,1
32,145,TRAIL therapy,miR-15b,1
29,537,Verapamil,miR-605,1
33,260,Glucocorticoid,miR-27b ,0
6,243,Gefitinib,miR-222,1
18,257,Vincristine,miR-275,1
9,202,Fluorouracil,miR-19a,1
10,199,Paclitaxel,miR-199a-5p,0
33,94,Glucocorticoid,miR-129*,0
75,181,Sunitinib,miR-192,1
29,391,Verapamil,miR-429,1
10,129,Paclitaxel,miR-146a,1
95,183,SIOP treatment protocol,miR-193a,1
74,191,Letrozole,miR-196b,0
0,36,Cisplatin,let-7e,1
52,332,5-Fluorouracil,miR-361,1
57,153,FOLFOX Chemotherapy,miR-181a,1
17,45,Adriamycin,miR-103,1
59,92,Vemurafenib,miR-128a,0
67,381,Cyclophosphamide,miR-424*,0
37,292,Temozolomide,miR-3127,0
55,277,Prednisolone,miR-302c,0
87,361,Irinotecan,miR-378c,0
5,494,Doxorubicin,miR-520,1
57,271,FOLFOX Chemotherapy,miR-29c,1
5,275,Doxorubicin,miR-302a,1
7,485,Tamoxifen,miR-518e*,1
81,583,Dichloroacetate,miR-765,0
19,143,Etoposide,miR-15a,1
28,239,Pirarubicin,miR-22-3p,1
12,164,Antioestrogens,miR-185,0
101,439,Arsenic Trioxide,miR-4713,0
12,227,Antioestrogens,miR-214,0
5,28,Doxorubicin,linc-VLDLR,1
105,259,Hydrogen Peroxide,miR-27b,0
106,506,Pingyangmycin,miR-539,0
25,110,"1,25(OH)2D3",miR-135b,0
13,234,Oxaliplatin,miR-218,1
65,270,Prednisone,miR-29b-2*,1
51,23,platinum-based doublet chemotherapy ,SNHG5,0
24,78,Temsirolimus,miR-1260,0
34,243,Sorafenib,miR-222,1
10,422,Paclitaxel,miR-455-3p,0
52,377,5-Fluorouracil,miR-421,1
53,73,Daunorubicin,miR-125a,1
94,177,Epirubicin HCl,miR-191*,0
5,246,Doxorubicin,miR-224,1
8,559,Trastuzumab,miR-654-5p,0
52,568,5-Fluorouracil,miR-675,1
52,361,5-Fluorouracil,miR-378c,1
30,170,epirubicin,miR-18a,0
64,574,Vinorelbine,miR-7-1*,0
44,135,PCI-24781,miR-149*,0
1,391,Gemcitabine,miR-429,1
10,266,Paclitaxel,miR-29a,1
57,132,FOLFOX Chemotherapy,miR-148a,1
0,459,Cisplatin,miR-491,1
6,40,Gefitinib,let-7i,0
110,119,Pemetrexed,miR-141*,0
53,552,Daunorubicin,miR-639,0
76,272,Platinum,miR-300,0
37,245,Temozolomide,miR-223,1
10,281,Paclitaxel,miR-30a*,0
52,546,5-Fluorouracil,miR-625*,1
54,211,L-asparaginase,miR-203,1
37,220,Temozolomide,miR-21,1
13,531,Oxaliplatin,miR-591,1
1,452,Gemcitabine,miR-4787,1
1,147,Gemcitabine,miR-16,1
52,328,5-Fluorouracil,miR-34a-5p,0
19,485,Etoposide,miR-518e*,0
34,127,Sorafenib,miR-1468,0
56,15,10-Hydroxycamptothecin,MACC1-AS1,0
10,75,Paclitaxel,miR-125b-5p,0
16,34,Docetaxel,let-7c,0
1,416,Gemcitabine,miR-453,1
50,341,PLX4720,miR-3653,1
0,126,Cisplatin,miR-145,1
45,477,Camptothecin,miR-513a,0
10,226,Paclitaxel,miR-213,1
29,437,Verapamil,miR-4710,0
8,269,Trastuzumab,miR-29b-1*,0
105,118,Hydrogen Peroxide,miR-141,0
52,157,5-Fluorouracil,miR-181d,1
13,141,Oxaliplatin,miR-155,1
26,582,Bortezomib,miR-762,1
78,176,Valproate,miR-191,0
0,48,Cisplatin,miR-106b,1
29,520,Verapamil,miR-576,1
72,261,Anastrozole,miR-28,0
70,571,Rituximab,miR-6845-5p,0
110,196,Pemetrexed,miR-198,0
75,483,Sunitinib,miR-518b,0
21,201,Nutlin-3a,miR-199b*,0
52,170,5-Fluorouracil,miR-18a,1
18,166,Vincristine,miR-186*,1
1,82,Gemcitabine,miR-1268,1
101,240,Arsenic Trioxide,miR-220,0
1,269,Gemcitabine,miR-29b-1*,1
46,29,Vinblastine,Let-7,1
39,554,Taxol,miR-643,0
54,317,L-asparaginase,miR-335,1
5,388,Doxorubicin,miR-4284,1
50,300,PLX4720,miR-3180,0
36,532,Oxymatrine,miR-592,0
85,205,Pertuzumab,miR-200,0
43,222,Curcumin,miR-21-5p,0
5,208,Doxorubicin,miR-200c,1
31,241,Chemotherapy,miR-221,1
52,75,5-Fluorouracil,miR-125b-5p,0
29,497,Verapamil,miR-520c,1
1,102,Gemcitabine,miR-130a-3p,1
16,409,Docetaxel,miR-449a,0
86,213,Arsenic trioxide,miR-204-5p,0
89,53,Staurosporine,miR-10a ,0
18,548,Vincristine,miR-629,1
19,192,Etoposide,miR-197,1
0,380,Cisplatin,miR-424,0
39,43,Taxol,miR-100-5p,0
42,67,Erlotinib,miR-1237,0
88,148,Selumetinib,miR-17,1
18,177,Vincristine,miR-191*,1
13,208,Oxaliplatin,miR-200c,1
1,183,Gemcitabine,miR-193a,1
6,3,Gefitinib,CCAT1,0
16,380,Docetaxel,miR-424,1
0,471,Cisplatin,miR-503,1
52,401,5-Fluorouracil,miR-4476,1
112,241,AGRO100,miR-221,1
100,546,Teniposide,miR-625*,0
28,354,Pirarubicin,miR-374a*,0
21,6,Nutlin-3a,GAS5,1
69,424,Retinoic Acid,miR-4640,0
43,600,Curcumin,miR-9,0
106,81,Pingyangmycin,miR-1265,0
6,132,Gefitinib,miR-148a,1
87,179,Irinotecan,miR-1914*,0
13,40,Oxaliplatin,let-7i,0
27,63,Methotrexate,miR-1229-5p,0
48,596,Epirubicin,miR-886,0
59,380,Vemurafenib,miR-424,0
52,195,5-Fluorouracil,miR-1976,1
7,133,Tamoxifen,miR-148b,1
29,463,Verapamil,miR-497,1
29,275,Verapamil,miR-302a,1
57,55,FOLFOX Chemotherapy,miR-10b,1
21,527,Nutlin-3a,miR-588,0
1,467,Gemcitabine,miR-500b,1
0,549,Cisplatin,miR-630,1
5,501,Doxorubicin,miR-520h,1
118,209,Ethanol,miR-200c*,0
0,109,Cisplatin,miR-135a,1
120,307,AED therapy,miR-32,0
44,425,PCI-24781,miR-4646,0
52,179,5-Fluorouracil,miR-1914*,1
103,73,Carmustine,miR-125a,0
69,8,Retinoic Acid,H19,0
0,289,Cisplatin,miR-31,1
81,58,Dichloroacetate,miR-1207,0
101,216,Arsenic Trioxide,miR-20a,0
71,445,Cytarabine,miR-4732,0
6,202,Gefitinib,miR-19a,1
75,213,Sunitinib,miR-204-5p,0
84,245,Mitomycin C,miR-223,0
24,605,Temsirolimus,miR-92a-1,0
5,129,Doxorubicin,miR-146a,1
48,329,Epirubicin,miR-34b,0
66,272,Paroxetine,miR-300,0
1,227,Gemcitabine,miR-214,1
0,339,Cisplatin,miR-365,1
81,152,Dichloroacetate,miR-181,0
56,349,10-Hydroxycamptothecin,miR-371,1
5,557,Doxorubicin,miR-651,1
10,69,Paclitaxel,miR-1246,1
5,526,Doxorubicin,miR-587,1
10,306,Paclitaxel,miR-3196,1
36,59,Oxymatrine,miR-122,0
107,234,Raltitrexed,miR-218,0
19,136,Etoposide,miR-150,1
25,391,"1,25(OH)2D3",miR-429,0
55,77,Prednisolone,miR-126*,1
50,210,PLX4720,miR-202,0
79,528,Ribavirin,miR-589*,0
29,252,Verapamil,miR-25,1
23,6,Sirolimus,GAS5,1
1,619,Gemcitabine,miR-99b,1
28,197,Pirarubicin,miR-199a,0
48,241,Epirubicin,miR-221,0
16,429,Docetaxel,miR-4674,0
68,140,Mafosfamide,miR-154*,0
111,509,10-hydroxycamptothecin,miR-543,0
27,588,Methotrexate,miR-801,0
0,35,Cisplatin,let-7d,1
52,295,5-Fluorouracil,miR-3147,1
20,132,Mitoxantrone,miR-148a,0
84,621,Mitomycin C,miR-Plus-A1031,0
44,499,PCI-24781,miR-520d*,0
1,350,Gemcitabine,miR-372,1
15,181,Tetraplatin,miR-192,0
0,189,Cisplatin,miR-196a,1
6,562,Gefitinib,miR-660,1
52,408,5-Fluorouracil,miR-4497,1
52,396,5-Fluorouracil,miR-4454,1
79,537,Ribavirin,miR-605,0
116,582,5-fluorouracil,miR-762,0
18,37,Vincristine,let-7f,0
33,387,Glucocorticoid,miR-4279,0
72,138,Anastrozole,miR-152,0
30,365,epirubicin,miR-378g,0
52,319,5-Fluorouracil,miR-339,1
32,104,TRAIL therapy,miR-132,0
16,280,Docetaxel,miR-30a,1
40,43,Dexamethasone,miR-100-5p,0
114,510,DAPT,miR-545,0
100,574,Teniposide,miR-7-1*,0
27,332,Methotrexate,miR-361,1
0,276,Cisplatin,miR-302b,1
16,256,Docetaxel,miR-26b,1
9,327,Fluorouracil,miR-34a,1
5,149,Doxorubicin,miR-17*,1
29,384,Verapamil,miR-4257,0
57,241,FOLFOX Chemotherapy,miR-221,1
73,408,Exemestane,miR-4497,0
89,368,Staurosporine,miR-382,0
0,70,Cisplatin,miR-1247,0
101,377,Arsenic Trioxide,miR-421,0
10,150,Paclitaxel,miR-17-5p,1
106,553,Pingyangmycin,miR-640,0
63,49,Cyclosporin A,miR-106b-25,1
18,395,Vincristine,miR-4430,1
50,259,PLX4720,miR-27b,1
1,149,Gemcitabine,miR-17*,1
52,17,5-Fluorouracil,MEG3,0
9,239,Fluorouracil,miR-22-3p,0
19,74,Etoposide,miR-125b,1
100,11,Teniposide,LINP1,0
26,31,Bortezomib,hsa-1274A,0
101,435,Arsenic Trioxide,miR-4695,0
3,319,Imatinib,miR-339,0
1,79,Gemcitabine,miR-1260b,1
0,148,Cisplatin,miR-17,1
50,34,PLX4720,let-7c,1
17,134,Adriamycin,miR-149,1
6,336,Gefitinib,miR-363,0
100,276,Teniposide,miR-302b,0
75,115,Sunitinib,miR-139,1
14,328,Carboplatin,miR-34a-5p,1
52,307,5-Fluorouracil,miR-32,0
60,530,Crizotinib,miR-590-5p,0
91,232,Fludarabine,miR-216b,0
29,139,Verapamil,miR-153,1
67,220,Cyclophosphamide,miR-21,1
5,584,Doxorubicin,miR-766,1
16,188,Docetaxel,miR-195,1
0,446,Cisplatin,miR-4739,0
17,227,Adriamycin,miR-214,1
5,14,Doxorubicin,Lnc-VLDLR,1
2,188,Dasatinib,miR-195,0
16,616,Docetaxel,miR-98,1
29,604,Verapamil,miR-92a,1
59,102,Vemurafenib,miR-130a-3p,0
37,583,Temozolomide,miR-765,0
1,338,Gemcitabine,miR-3647,1
61,88,Lorlatinib,miR-128-2,0
0,575,Cisplatin,miR-7-5p,1
9,191,Fluorouracil,miR-196b,0
13,350,Oxaliplatin,miR-372,1
70,356,Rituximab,miR-375,0
5,514,Doxorubicin,miR-560,1
14,248,Carboplatin,miR-23a,1
53,341,Daunorubicin,miR-3653,0
52,154,5-Fluorouracil,miR-181a*,1
111,602,10-hydroxycamptothecin,miR-922,0
52,128,5-Fluorouracil,miR-1469,1
7,141,Tamoxifen,miR-155,1
118,111,Ethanol,miR-136,0
13,176,Oxaliplatin,miR-191,1
1,561,Gemcitabine,miR-658,1
40,106,Dexamethasone,miR-133b,0
109,90,Lapatinib,miR-1285,0
89,520,Staurosporine,miR-576,0
52,314,5-Fluorouracil,miR-328,1
5,218,Doxorubicin,miR-20b,0
1,305,Gemcitabine,miR-3195,1
7,205,Tamoxifen,miR-200,1
36,245,Oxymatrine,miR-223,0
7,377,Tamoxifen,miR-421,0
0,153,Cisplatin,miR-181a,1
0,216,Cisplatin,miR-20a,1
76,34,Platinum,let-7c,0
89,547,Staurosporine,miR-628,0
63,373,Cyclosporin A,miR-409,0
52,569,5-Fluorouracil,miR-675*,1
29,21,Verapamil,ROR1-AS1,0
0,600,Cisplatin,miR-9,1
6,122,Gefitinib,miR-143,1
96,239,Epirubicin hydrochloride,miR-22-3p,1
52,541,5-Fluorouracil,miR-614,1
7,327,Tamoxifen,miR-34a,1
52,271,5-Fluorouracil,miR-29c,1
14,131,Carboplatin,miR-146b-5p,1
105,476,Hydrogen Peroxide,miR-512,0
52,125,5-Fluorouracil,miR-144-3p,0
17,184,Adriamycin,miR-193a-3p,1
105,565,Hydrogen Peroxide,miR-663a,0
5,460,Doxorubicin,miR-494,1
92,155,histone deacetylase inhibitor,miR-181b,0
18,202,Vincristine,miR-19a,1
33,464,Glucocorticoid,miR-499,0
17,530,Adriamycin,miR-590-5p,1
5,114,Doxorubicin,miR-138-1*,1
107,617,Raltitrexed,miR-99a,0
51,63,platinum-based doublet chemotherapy ,miR-1229-5p,0
79,424,Ribavirin,miR-4640,0
34,48,Sorafenib,miR-106b,1
46,108,Vinblastine,miR-1343,0
0,104,Cisplatin,miR-132,1
24,463,Temsirolimus,miR-497,0
29,271,Verapamil,miR-29c,1
21,427,Nutlin-3a,miR-4665,0
31,183,Chemotherapy,miR-193a,1
19,422,Etoposide,miR-455-3p,0
18,600,Vincristine,miR-9,1
15,138,Tetraplatin,miR-152,0
110,108,Pemetrexed,miR-1343,0
69,46,Retinoic Acid,miR-105,0
54,487,L-asparaginase,miR-518f*,0
101,131,Arsenic Trioxide,miR-146b-5p,0
13,145,Oxaliplatin,miR-15b,1
52,615,5-Fluorouracil,miR-96-5p,0
66,548,Paroxetine,miR-629,1
41,320,Ibrutinib,miR-33a,0
18,490,Vincristine,miR-519b,0
29,556,Verapamil,miR-649,1
9,30,Fluorouracil,Let-7a,1
28,280,Pirarubicin,miR-30a,0
67,111,Cyclophosphamide,miR-136,0
29,220,Verapamil,miR-21,1
7,391,Tamoxifen,miR-429,1
7,77,Tamoxifen,miR-126*,0
52,475,5-Fluorouracil,miR-5096,1
73,418,Exemestane,miR-4532,0
5,282,Doxorubicin,miR-30b,1
16,254,Docetaxel,miR-26a,1
6,549,Gefitinib,miR-630,1
119,60,chemotherapy,miR-1226,0
5,140,Doxorubicin,miR-154*,1
116,182,5-fluorouracil,miR-192*,0
93,505,intensive induction chemotherapy based on cytarabine and idarubicine,miR-532,1
62,322,Colchicine,miR-33b,0
8,356,Trastuzumab,miR-375,1
34,59,Sorafenib,miR-122,1
19,217,Etoposide,miR-20a-5p,1
15,223,Tetraplatin,miR-210,0
117,248,Hydroxyurea,miR-23a,0
19,285,Etoposide,miR-30d,1
84,205,Mitomycin C,miR-200,0
10,603,Paclitaxel,miR-923,1
1,533,Gemcitabine,miR-593,1
14,147,Carboplatin,miR-16,1
1,427,Gemcitabine,miR-4665,1
7,149,Tamoxifen,miR-17*,0
42,16,Erlotinib,MALAT1,0
64,10,Vinorelbine,HULC,0
69,475,Retinoic Acid,miR-5096,0
51,609,platinum-based doublet chemotherapy ,miR-933,0
102,429,Betulinic acid,miR-4674,0
98,183,Leucovorin,miR-193a,0
5,267,Doxorubicin,miR-29a*,1
91,153,Fludarabine,miR-181a,1
19,256,Etoposide,miR-26b,1
104,373,Dibenziodolium,miR-409,0
6,150,Gefitinib,miR-17-5p,1
26,592,Bortezomib,miR-875,0
17,339,Adriamycin,miR-365,0
52,145,5-Fluorouracil,miR-15b,1
116,575,5-fluorouracil,miR-7-5p,0
5,172,Doxorubicin,miR-18b,1
97,101,Fulvestrant,miR-130a,0
93,70,intensive induction chemotherapy based on cytarabine and idarubicine,miR-1247,0
79,346,Ribavirin,miR-3687,0
5,122,Doxorubicin,miR-143,1
29,147,Verapamil,miR-16,1
85,384,Pertuzumab,miR-4257,0
19,268,Etoposide,miR-29b,1
13,190,Oxaliplatin,miR-196a-5p,0
19,87,Etoposide,miR-128,1
18,270,Vincristine,miR-29b-2*,1
6,55,Gefitinib,miR-10b,1
71,394,Cytarabine,miR-4428,0
19,141,Etoposide,miR-155,1
22,229,Rapamycin,miR-215,0
19,166,Etoposide,miR-186*,0
34,42,Sorafenib,miR-100,1
15,93,Tetraplatin,miR-129,0
63,135,Cyclosporin A,miR-149*,0
37,246,Temozolomide,miR-224,0
1,414,Gemcitabine,miR-452,1
16,225,Docetaxel,miR-212,1
19,233,Etoposide,miR-217,1
7,226,Tamoxifen,miR-213,1
10,175,Paclitaxel,miR-1908,1
92,335,histone deacetylase inhibitor,miR-3621,0
64,356,Vinorelbine,miR-375,1
7,254,Tamoxifen,miR-26a,1
76,83,Platinum,miR-127,0
116,248,5-fluorouracil,miR-23a,1
10,143,Paclitaxel,miR-15a,1
13,101,Oxaliplatin,miR-130a,1
0,582,Cisplatin,miR-762,0
45,474,Camptothecin,miR-509,0
75,141,Sunitinib,miR-155,1
94,452,Epirubicin HCl,miR-4787,0
5,133,Doxorubicin,miR-148b,1
51,542,platinum-based doublet chemotherapy ,miR-615,0
47,32,Interferon-gamma,let-7a,1
57,373,FOLFOX Chemotherapy,miR-409,1
41,67,Ibrutinib,miR-1237,0
86,44,Arsenic trioxide,miR-101,0
1,237,Gemcitabine,miR-22,1
94,216,Epirubicin HCl,miR-20a,0
99,489,Euthyrox,miR-519a,0
5,454,Doxorubicin,miR-485,1
52,35,5-Fluorouracil,let-7d,1
90,108,Topotecan,miR-1343,0
64,589,Vinorelbine,miR-802,0
75,253,Sunitinib,miR-25*,0
75,615,Sunitinib,miR-96-5p,0
71,513,Cytarabine,miR-555,0
114,46,DAPT,miR-105,0
1,190,Gemcitabine,miR-196a-5p,1
39,614,Taxol,miR-96,0
1,127,Gemcitabine,miR-1468,1
0,355,Cisplatin,miR-374b,1
78,113,Valproate,miR-138,0
24,249,Temsirolimus,miR-23b,0
113,310,Dihydrotestosterone,miR-320a,0
8,405,Trastuzumab,miR-4485,0
65,277,Prednisone,miR-302c,0
77,385,Levetiracetam,miR-4258,0
39,26,Taxol,XIST,0
105,399,Hydrogen Peroxide,miR-4466,0
111,116,10-hydroxycamptothecin,miR-140,0
9,589,Fluorouracil,miR-802,0
91,362,Fludarabine,miR-378d,0
0,495,Cisplatin,miR-520a,1
16,575,Docetaxel,miR-7-5p,0
102,240,Betulinic acid,miR-220,0
13,35,Oxaliplatin,let-7d,0
13,332,Oxaliplatin,miR-361,1
1,180,Gemcitabine,miR-1915,1
14,187,Carboplatin,miR-194,1
20,142,Mitoxantrone,miR-155-5p,0
53,268,Daunorubicin,miR-29b,0
39,100,Taxol,miR-1307,1
57,44,FOLFOX Chemotherapy,miR-101,1
32,140,TRAIL therapy,miR-154*,0
3,170,Imatinib,miR-18a,0
44,26,PCI-24781,XIST,1
13,404,Oxaliplatin,miR-4484,0
73,62,Exemestane,miR-1228*,0
1,448,Gemcitabine,miR-4749,1
29,505,Verapamil,miR-532,1
113,463,Dihydrotestosterone,miR-497,0
107,520,Raltitrexed,miR-576,0
85,565,Pertuzumab,miR-663a,0
19,163,Etoposide,miR-184,1
26,478,Bortezomib,miR-514,0
26,611,Bortezomib,miR-939,1
48,202,Epirubicin,miR-19a,1
27,229,Methotrexate,miR-215,1
111,419,10-hydroxycamptothecin,miR-4535,0
13,183,Oxaliplatin,miR-193a,1
0,170,Cisplatin,miR-18a,1
29,231,Verapamil,miR-216a,1
27,134,Methotrexate,miR-149,1
13,254,Oxaliplatin,miR-26a,1
32,587,TRAIL therapy,miR-769,0
72,159,Anastrozole,miR-182*,0
52,130,5-Fluorouracil,miR-146b,0
1,94,Gemcitabine,miR-129*,1
1,77,Gemcitabine,miR-126*,0
6,241,Gefitinib,miR-221,1
13,239,Oxaliplatin,miR-22-3p,0
54,593,L-asparaginase,miR-876,0
10,356,Paclitaxel,miR-375,1
0,164,Cisplatin,miR-185,1
116,12,5-fluorouracil,LOC285194,0
44,376,PCI-24781,miR-412,0
1,189,Gemcitabine,miR-196a,0
10,107,Paclitaxel,miR-134,1
108,286,Tomudex,miR-30d*,0
38,38,Cetuximab,let-7f-1*,1
24,273,Temsirolimus,miR-301a,0
5,112,Doxorubicin,miR-137,1
19,453,Etoposide,miR-483,0
14,70,Carboplatin,miR-1247,0
71,458,Cytarabine,miR-490,0
41,21,Ibrutinib,ROR1-AS1,1
1,55,Gemcitabine,miR-10b,1
1,400,Gemcitabine,miR-4467,1
93,319,intensive induction chemotherapy based on cytarabine and idarubicine,miR-339,0
5,382,Doxorubicin,miR-425,1
6,544,Gefitinib,miR-624*,0
29,182,Verapamil,miR-192*,1
23,25,Sirolimus,UCA1,0
13,257,Oxaliplatin,miR-275,1
38,398,Cetuximab,miR-4465,0
10,258,Paclitaxel,miR-27a,1
10,602,Paclitaxel,miR-922,1
66,258,Paroxetine,miR-27a,0
10,358,Paclitaxel,miR-377,1
29,130,Verapamil,miR-146b,1
48,88,Epirubicin,miR-128-2,0
21,188,Nutlin-3a,miR-195,0
52,85,5-Fluorouracil,miR-1275,1
75,105,Sunitinib,miR-133a,1
1,420,Gemcitabine,miR-454,1
83,524,Interferon-alpha,miR-585,0
5,123,Doxorubicin,miR-143*,1
52,381,5-Fluorouracil,miR-424*,1
7,332,Tamoxifen,miR-361,1
90,369,Topotecan,miR-383,0
5,125,Doxorubicin,miR-144-3p,0
52,402,5-Fluorouracil,miR-4478,1
0,337,Cisplatin,miR-363*,1
24,308,Temsirolimus,miR-320,0
5,175,Doxorubicin,miR-1908,1
18,130,Vincristine,miR-146b,1
27,608,Methotrexate,miR-93,0
34,2,Sorafenib,CASC11,0
27,542,Methotrexate,miR-615,1
5,200,Doxorubicin,miR-199b,1
4,394,Nilotinib,miR-4428,0
72,363,Anastrozole,miR-378e,0
2,354,Dasatinib,miR-374a*,0
46,608,Vinblastine,miR-93,0
1,42,Gemcitabine,miR-100,1
53,568,Daunorubicin,miR-675,0
12,178,Antioestrogens,miR-1913,0
0,187,Cisplatin,miR-194,1
40,140,Dexamethasone,miR-154*,0
1,242,Gemcitabine,miR-221*,1
13,96,Oxaliplatin,miR-1293,1
27,421,Methotrexate,miR-455,1
118,268,Ethanol,miR-29b,1
76,338,Platinum,miR-3647,0
56,616,10-Hydroxycamptothecin,miR-98,1
1,405,Gemcitabine,miR-4485,1
34,109,Sorafenib,miR-135a,1
52,298,5-Fluorouracil,miR-3177,1
43,240,Curcumin,miR-220,0
17,202,Adriamycin,miR-19a,1
6,220,Gefitinib,miR-21,1
32,570,TRAIL therapy,miR-6825-5p,0
29,204,Verapamil,miR-19b-1*,1
24,327,Temsirolimus,miR-34a,0
50,248,PLX4720,miR-23a,1
13,571,Oxaliplatin,miR-6845-5p,1
8,245,Trastuzumab,miR-223,1
19,271,Etoposide,miR-29c,1
20,601,Mitoxantrone,miR-920,0
5,510,Doxorubicin,miR-545,1
6,604,Gefitinib,miR-92a,1
26,55,Bortezomib,miR-10b,0
111,190,10-hydroxycamptothecin,miR-196a-5p,0
27,131,Methotrexate,miR-146b-5p,1
0,162,Cisplatin,miR-183,1
13,241,Oxaliplatin,miR-221,1
45,176,Camptothecin,miR-191,0
29,281,Verapamil,miR-30a*,1
1,362,Gemcitabine,miR-378d,1
16,585,Docetaxel,miR-767,1
17,461,Adriamycin,miR-495,1
2,582,Dasatinib,miR-762,0
44,64,PCI-24781,miR-1233,0
0,607,Cisplatin,miR-92b,1
119,352,chemotherapy,miR-373*,0
0,277,Cisplatin,miR-302c,1
43,121,Curcumin,miR-142,0
100,440,Teniposide,miR-4716,0
82,375,Cyclopamine,miR-411,0
97,599,Fulvestrant,miR-892b,0
0,319,Cisplatin,miR-339,1
63,61,Cyclosporin A,miR-1228,0
52,36,5-Fluorouracil,let-7e,1
26,93,Bortezomib,miR-129,1
64,403,Vinorelbine,miR-448,0
103,121,Carmustine,miR-142,0
103,464,Carmustine,miR-499,0
19,210,Etoposide,miR-202,1
3,136,Imatinib,miR-150,1
71,166,Cytarabine,miR-186*,0
0,361,Cisplatin,miR-378c,1
16,367,Docetaxel,miR-381,1
56,575,10-Hydroxycamptothecin,miR-7-5p,0
88,438,Selumetinib,miR-4711,0
0,535,Cisplatin,miR-598,1
18,186,Vincristine,miR-193b*,1
100,571,Teniposide,miR-6845-5p,0
50,245,PLX4720,miR-223,0
43,617,Curcumin,miR-99a,0
41,390,Ibrutinib,miR-4288,0
11,606,Propofol,miR-92a-2*,0
52,405,5-Fluorouracil,miR-4485,1
64,346,Vinorelbine,miR-3687,0
18,102,Vincristine,miR-130a-3p,0
72,475,Anastrozole,miR-5096,0
97,530,Fulvestrant,miR-590-5p,0
24,162,Temsirolimus,miR-183,0
74,164,Letrozole,miR-185,0
13,99,Oxaliplatin,miR-130,1
48,359,Epirubicin,miR-378,1
16,274,Docetaxel,miR-301b,1
96,143,Epirubicin hydrochloride,miR-15a,0
28,56,Pirarubicin,miR-1183,0
39,17,Taxol,MEG3,0
107,18,Raltitrexed,MRUL,0
63,454,Cyclosporin A,miR-485,0
9,575,Fluorouracil,miR-7-5p,0
10,282,Paclitaxel,miR-30b,1
92,340,histone deacetylase inhibitor,miR-3651,0
1,133,Gemcitabine,miR-148b,1
4,446,Nilotinib,miR-4739,0
78,175,Valproate,miR-1908,0
49,545,Capecitabine,miR-625,0
9,530,Fluorouracil,miR-590-5p,0
10,104,Paclitaxel,miR-132,1
18,157,Vincristine,miR-181d,1
13,185,Oxaliplatin,miR-193b,1
10,280,Paclitaxel,miR-30a,1
66,383,Paroxetine,miR-425*,1
77,187,Levetiracetam,miR-194,0
3,188,Imatinib,miR-195,1
1,446,Gemcitabine,miR-4739,1
57,316,FOLFOX Chemotherapy,miR-331,1
0,603,Cisplatin,miR-923,1
1,291,Gemcitabine,miR-3126,1
22,296,Rapamycin,miR-3154,0
49,276,Capecitabine,miR-302b,0
75,46,Sunitinib,miR-105,0
19,93,Etoposide,miR-129,1
52,317,5-Fluorouracil,miR-335,0
97,399,Fulvestrant,miR-4466,0
3,200,Imatinib,miR-199b,1
108,342,Tomudex,miR-3665,0
1,404,Gemcitabine,miR-4484,1
5,515,Doxorubicin,miR-563,1
0,155,Cisplatin,miR-181b,1
64,396,Vinorelbine,miR-4454,0
66,161,Paroxetine,miR-1826,0
5,183,Doxorubicin,miR-193a,1
31,252,Chemotherapy,miR-25,1
66,465,Paroxetine,miR-500,1
0,141,Cisplatin,miR-155,1
34,511,Sorafenib,miR-548a,1
61,43,Lorlatinib,miR-100-5p,1
1,280,Gemcitabine,miR-30a,1
57,243,FOLFOX Chemotherapy,miR-222,1
113,243,Dihydrotestosterone,miR-222,1
74,415,Letrozole,miR-4521,0
5,121,Doxorubicin,miR-142,1
10,192,Paclitaxel,miR-197,1
84,442,Mitomycin C,miR-4722,0
26,4,Bortezomib,CRNDE,0
13,572,Oxaliplatin,miR-6886-3p,1
29,480,Verapamil,miR-517a,1
0,506,Cisplatin,miR-539,1
