fold,rna_idx,drug_idx,label,split
1,225,114,0,train
1,73,25,0,train
1,440,70,0,train
1,144,57,0,train
1,504,60,0,train
1,421,84,0,train
1,621,82,0,train
1,504,54,0,train
1,13,79,0,train
1,590,57,0,train
1,602,62,0,train
1,405,100,0,train
1,402,16,0,train
1,347,0,0,train
1,295,16,0,train
1,403,86,0,train
1,620,46,0,train
1,550,40,0,train
1,351,54,0,train
1,428,2,0,train
1,424,90,0,train
1,37,103,0,train
1,514,115,0,train
1,287,76,0,train
1,440,54,0,train
1,386,86,0,train
1,321,22,0,train
1,295,8,0,train
1,128,56,0,train
1,51,43,0,train
1,264,3,0,train
1,294,84,0,train
1,115,57,0,train
1,619,6,0,train
1,200,63,0,train
1,33,81,0,train
1,47,75,0,train
1,425,37,0,train
1,23,113,0,train
1,544,107,0,train
1,306,52,0,train
1,117,113,0,train
1,34,120,0,train
1,529,42,0,train
1,66,6,0,train
1,579,12,0,train
1,395,15,0,train
1,180,55,0,train
1,95,76,0,train
1,535,17,0,train
1,73,37,0,train
1,572,17,0,train
1,536,83,0,train
1,596,1,0,train
1,473,69,0,train
1,397,57,0,train
1,255,94,0,train
1,305,50,0,train
1,67,54,0,train
1,451,70,0,train
1,496,102,0,train
1,36,86,0,train
1,517,48,0,train
1,580,21,0,train
1,484,60,0,train
1,582,86,0,train
1,172,62,0,train
1,162,69,0,train
1,561,23,0,train
1,326,73,0,train
1,89,93,0,train
1,180,10,0,train
1,433,66,0,train
1,385,73,0,train
1,477,116,0,train
1,258,111,0,train
1,232,26,0,train
1,610,71,0,train
1,64,36,0,train
1,396,30,0,train
1,1,0,0,train
1,373,10,0,train
1,8,83,0,train
1,304,116,0,train
1,614,71,0,train
1,18,120,0,train
1,380,114,0,train
1,294,23,0,train
1,146,10,0,train
1,185,70,0,train
1,62,119,0,train
1,88,71,0,train
1,595,4,0,train
1,172,37,0,train
1,138,25,0,train
1,428,24,0,train
1,230,60,0,train
1,328,86,0,train
1,48,54,0,train
1,417,59,0,train
1,494,92,0,train
1,74,50,0,train
1,596,23,0,train
1,571,15,0,train
1,17,88,0,train
1,424,74,0,train
1,536,15,0,train
1,343,110,0,train
1,190,54,0,train
1,360,113,0,train
1,144,94,0,train
1,619,92,0,train
1,380,53,0,train
1,504,91,0,train
1,292,73,0,train
1,301,18,0,train
1,455,34,0,train
1,444,16,0,train
1,200,119,0,train
1,384,108,0,train
1,262,112,0,train
1,500,21,0,train
1,229,29,0,train
1,36,75,0,train
1,66,22,0,train
1,575,106,0,train
1,567,75,0,train
1,65,37,0,train
1,304,68,0,train
1,154,26,0,train
1,601,84,0,train
1,181,85,0,train
1,602,6,0,train
1,107,4,0,train
1,1,84,0,train
1,536,56,0,train
1,390,39,0,train
1,601,52,0,train
1,535,111,0,train
1,28,87,0,train
1,151,77,0,train
1,88,12,0,train
1,555,18,0,train
1,384,102,0,train
1,324,29,0,train
1,366,84,0,train
1,69,33,0,train
1,307,35,0,train
1,371,41,0,train
1,85,82,0,train
1,451,11,0,train
1,255,74,0,train
1,164,6,0,train
1,160,112,0,train
1,564,101,0,train
1,391,108,0,train
1,245,98,0,train
1,232,41,0,train
1,232,89,0,train
1,339,75,0,train
1,302,15,0,train
1,599,55,0,train
1,348,111,0,train
1,430,96,0,train
1,18,66,0,train
1,314,27,0,train
1,539,27,0,train
1,80,49,0,train
1,433,3,0,train
1,315,45,0,train
1,88,77,0,train
1,74,92,0,train
1,500,70,0,train
1,240,41,0,train
1,21,38,0,train
1,474,116,0,train
1,35,116,0,train
1,523,91,0,train
1,536,3,0,train
1,493,30,0,train
1,342,33,0,train
1,457,69,0,train
1,62,107,0,train
1,337,37,0,train
1,153,83,0,train
1,4,51,0,train
1,169,47,0,train
1,275,119,0,train
1,475,35,0,train
1,567,38,0,train
1,394,76,0,train
1,324,24,0,train
1,314,18,0,train
1,153,74,0,train
1,369,32,0,train
1,385,106,0,train
1,21,54,0,train
1,103,101,0,train
1,164,119,0,train
1,520,85,0,train
1,529,76,0,train
1,566,2,0,train
1,157,6,0,train
1,18,42,0,train
1,36,33,0,train
1,45,18,0,train
1,410,24,0,train
1,372,49,0,train
1,396,20,0,train
1,392,35,0,train
1,243,69,0,train
1,308,2,0,train
1,128,27,0,train
1,539,93,0,train
1,330,67,0,train
1,379,49,0,train
1,283,65,0,train
1,561,14,0,train
1,471,26,0,train
1,301,15,0,train
1,260,96,0,train
1,241,69,0,train
1,66,77,0,train
1,356,42,0,train
1,169,38,0,train
1,253,33,0,train
1,107,112,0,train
1,403,3,0,train
1,51,20,0,train
1,285,2,0,train
1,605,109,0,train
1,84,8,0,train
1,4,117,0,train
1,173,47,0,train
1,141,76,0,train
1,397,87,0,train
1,595,116,0,train
1,562,74,0,train
1,269,81,0,train
1,511,15,0,train
1,575,25,0,train
1,390,117,0,train
1,319,62,0,train
1,420,65,0,train
1,451,83,0,train
1,459,73,0,train
1,134,115,0,train
1,599,44,0,train
1,369,115,0,train
1,477,66,0,train
1,382,40,0,train
1,243,43,0,train
1,313,117,0,train
1,173,50,0,train
1,462,30,0,train
1,105,88,0,train
1,304,5,0,train
1,379,58,0,train
1,589,13,0,train
1,115,38,0,train
1,262,9,0,train
1,497,62,0,train
1,211,98,0,train
1,620,5,0,train
1,14,90,0,train
1,48,88,0,train
1,276,115,0,train
1,26,61,0,train
1,283,2,0,train
1,429,98,0,train
1,370,69,0,train
1,305,111,0,train
1,137,98,0,train
1,162,41,0,train
1,468,50,0,train
1,428,109,0,train
1,376,54,0,train
1,564,20,0,train
1,201,31,0,train
1,87,65,0,train
1,434,14,0,train
1,159,87,0,train
1,73,51,0,train
1,237,120,0,train
1,406,6,0,train
1,478,97,0,train
1,606,85,0,train
1,147,118,0,train
1,187,118,0,train
1,601,74,0,train
1,505,91,0,train
1,458,37,0,train
1,40,113,0,train
1,373,29,0,train
1,157,26,0,train
1,154,47,0,train
1,178,21,0,train
1,502,73,0,train
1,156,48,0,train
1,275,70,0,train
1,423,6,0,train
1,454,64,0,train
1,270,29,0,train
1,590,30,0,train
1,551,115,0,train
1,313,71,0,train
1,482,76,0,train
1,27,107,0,train
1,513,11,0,train
1,421,35,0,train
1,222,41,0,train
1,519,104,0,train
1,167,97,0,train
1,361,50,0,train
1,188,108,0,train
1,197,63,0,train
1,588,60,0,train
1,301,69,0,train
1,260,49,0,train
1,543,56,0,train
1,188,65,0,train
1,285,60,0,train
1,224,80,0,train
1,149,86,0,train
1,98,96,0,train
1,495,57,0,train
1,51,84,0,train
1,296,23,0,train
1,381,75,0,train
1,202,90,0,train
1,61,17,0,train
1,468,8,0,train
1,270,16,0,train
1,31,115,0,train
1,88,43,0,train
1,162,42,0,train
1,483,75,0,train
1,20,88,0,train
1,325,113,0,train
1,287,87,0,train
1,123,70,0,train
1,87,67,0,train
1,403,2,0,train
1,87,117,0,train
1,120,100,0,train
1,464,35,0,train
1,46,65,0,train
1,282,76,0,train
1,111,104,0,train
1,262,27,0,train
1,533,48,0,train
1,243,41,0,train
1,151,22,0,train
1,595,11,0,train
1,480,3,0,train
1,446,83,0,train
1,130,89,0,train
1,560,23,0,train
1,160,50,0,train
1,256,116,0,train
1,497,8,0,train
1,502,30,0,train
1,579,37,0,train
1,380,29,0,train
1,573,51,0,train
1,92,46,0,train
1,4,56,0,train
1,15,67,0,train
1,325,65,0,train
1,74,63,0,train
1,417,58,0,train
1,533,77,0,train
1,69,40,0,train
1,339,108,0,train
1,251,60,0,train
1,295,100,0,train
1,392,112,0,train
1,75,54,0,train
1,275,62,0,train
1,401,69,0,train
1,384,104,0,train
1,407,78,0,train
1,525,16,0,train
1,522,61,0,train
1,306,111,0,train
1,304,6,0,train
1,386,83,0,train
1,68,60,0,train
1,528,119,0,train
1,169,64,0,train
1,282,49,0,train
1,422,73,0,train
1,251,118,0,train
1,381,24,0,train
1,87,43,0,train
1,572,41,0,train
1,224,88,0,train
1,123,113,0,train
1,294,87,0,train
1,356,3,0,train
1,614,36,0,train
1,224,15,0,train
1,117,68,0,train
1,355,72,0,train
1,93,13,0,train
1,260,46,0,train
1,501,54,0,train
1,239,27,0,train
1,180,23,0,train
1,17,119,0,train
1,312,30,0,train
1,620,95,0,train
1,151,56,0,train
1,168,57,0,train
1,413,73,0,train
1,516,51,0,train
1,548,2,0,train
1,596,17,0,train
1,328,56,0,train
1,404,16,0,train
1,498,36,0,train
1,221,45,0,train
1,207,115,0,train
1,520,9,0,train
1,186,28,0,train
1,120,32,0,train
1,315,101,0,train
1,37,82,0,train
1,89,69,0,train
1,388,116,0,train
1,405,43,0,train
1,405,99,0,train
1,415,45,0,train
1,273,65,0,train
1,15,87,0,train
1,52,34,0,train
1,214,11,0,train
1,481,72,0,train
1,345,120,0,train
1,91,107,0,train
1,394,33,0,train
1,113,84,0,train
1,416,100,0,train
1,600,65,0,train
1,106,119,0,train
1,402,57,0,train
1,43,88,0,train
1,457,45,0,train
1,359,107,0,train
1,98,54,0,train
1,582,73,0,train
1,574,19,0,train
1,505,105,0,train
1,373,19,0,train
1,211,57,0,train
1,318,75,0,train
1,53,14,0,train
1,404,75,0,train
1,513,70,0,train
1,579,104,0,train
1,21,80,0,train
1,295,12,0,train
1,51,39,0,train
1,319,76,0,train
1,80,92,0,train
1,175,119,0,train
1,580,63,0,train
1,80,30,0,train
1,467,64,0,train
1,345,14,0,train
1,111,5,0,train
1,240,88,0,train
1,100,77,0,train
1,342,103,0,train
1,130,42,0,train
1,464,106,0,train
1,595,105,0,train
1,448,79,0,train
1,57,22,0,train
1,381,59,0,train
1,156,115,0,train
1,457,111,0,train
1,589,33,0,train
1,476,6,0,train
1,254,1,0,train
1,197,52,0,train
1,377,10,0,train
1,551,39,0,train
1,54,29,0,train
1,423,96,0,train
1,430,19,0,train
1,27,27,0,train
1,568,58,0,train
1,179,29,0,train
1,586,49,0,train
1,616,80,0,train
1,368,96,0,train
1,483,58,0,train
1,200,77,0,train
1,221,112,0,train
1,309,85,0,train
1,366,9,0,train
1,83,17,0,train
1,87,9,0,train
1,487,88,0,train
1,351,110,0,train
1,573,19,0,train
1,425,108,0,train
1,600,16,0,train
1,157,57,0,train
1,452,94,0,train
1,271,70,0,train
1,474,46,0,train
1,322,81,0,train
1,335,107,0,train
1,444,80,0,train
1,124,75,0,train
1,467,43,0,train
1,7,88,0,train
1,347,32,0,train
1,175,51,0,train
1,539,52,0,train
1,475,57,0,train
1,474,10,0,train
1,17,46,0,train
1,260,106,0,train
1,499,37,0,train
1,445,81,0,train
1,393,60,0,train
1,430,9,0,train
1,239,40,0,train
1,267,47,0,train
1,294,69,0,train
1,610,101,0,train
1,269,99,0,train
1,14,14,0,train
1,1,13,0,train
1,427,98,0,train
1,154,11,0,train
1,621,72,0,train
1,440,87,0,train
1,321,72,0,train
1,221,81,0,train
1,593,77,0,train
1,543,60,0,train
1,198,44,0,train
1,201,79,0,train
1,296,20,0,train
1,187,78,0,train
1,444,35,0,train
1,22,54,0,train
1,584,4,0,train
1,422,72,0,train
1,8,34,0,train
1,94,94,0,train
1,225,0,0,train
1,514,8,0,train
1,297,117,0,train
1,150,47,0,train
1,168,41,0,train
1,230,9,0,train
1,133,32,0,train
1,415,4,0,train
1,3,43,0,train
1,607,16,0,train
1,62,102,0,train
1,500,28,0,train
1,54,58,0,train
1,364,25,0,train
1,587,108,0,train
1,25,21,0,train
1,133,82,0,train
1,113,69,0,train
1,462,108,0,train
1,13,34,0,train
1,283,80,0,train
1,190,112,0,train
1,255,87,0,train
1,462,84,0,train
1,314,34,0,train
1,99,32,0,train
1,294,62,0,train
1,94,111,0,train
1,166,100,0,train
1,136,77,0,train
1,384,24,0,train
1,342,98,0,train
1,606,71,0,train
1,85,74,0,train
1,380,63,0,train
1,57,10,0,train
1,487,6,0,train
1,443,95,0,train
1,288,41,0,train
1,54,1,0,train
1,88,21,0,train
1,265,62,0,train
1,471,65,0,train
1,464,108,0,train
1,152,43,0,train
1,52,114,0,train
1,378,96,0,train
1,4,73,0,train
1,299,34,0,train
1,173,22,0,train
1,296,5,0,train
1,325,27,0,train
1,417,54,0,train
1,157,22,0,train
1,566,61,0,train
1,371,109,0,train
1,1,1,0,train
1,11,102,0,train
1,260,104,0,train
1,444,47,0,train
1,531,79,0,train
1,351,36,0,train
1,417,39,0,train
1,253,57,0,train
1,342,87,0,train
1,167,58,0,train
1,406,114,0,train
1,588,90,0,train
1,265,46,0,train
1,452,117,0,train
1,62,76,0,train
1,15,43,0,train
1,258,76,0,train
1,473,54,0,train
1,321,27,0,train
1,175,11,0,train
1,344,37,0,train
1,357,77,0,train
1,257,51,0,train
1,570,81,0,train
1,550,75,0,train
1,292,94,0,train
1,452,59,0,train
1,71,87,0,train
1,181,80,0,train
1,536,64,0,train
1,548,17,0,train
1,582,17,0,train
1,391,76,0,train
1,473,65,0,train
1,242,115,0,train
1,350,110,0,train
1,372,70,0,train
1,613,69,0,train
1,468,95,0,train
1,326,11,0,train
1,205,54,0,train
1,391,49,0,train
1,225,99,0,train
1,195,21,0,train
1,229,66,0,train
1,325,0,0,train
1,443,102,0,train
1,455,98,0,train
1,245,47,0,train
1,579,58,0,train
1,471,40,0,train
1,99,85,0,train
1,328,100,0,train
1,358,17,0,train
1,89,66,0,train
1,100,96,0,train
1,27,44,0,train
1,603,51,0,train
1,436,61,0,train
1,34,44,0,train
1,568,27,0,train
1,388,85,0,train
1,283,61,0,train
1,541,32,0,train
1,20,100,0,train
1,83,37,0,train
1,360,97,0,train
1,558,18,0,train
1,309,39,0,train
1,143,6,0,train
1,312,39,0,train
1,361,71,0,train
1,408,104,0,train
1,103,43,0,train
1,381,56,0,train
1,35,33,0,train
1,241,49,0,train
1,211,106,0,train
1,337,21,0,train
1,435,43,0,train
1,268,101,0,train
1,478,25,0,train
1,589,82,0,train
1,417,37,0,train
1,401,110,0,train
1,119,102,0,train
1,251,65,0,train
1,452,33,0,train
1,141,111,0,train
1,207,81,0,train
1,129,53,0,train
1,189,82,0,train
1,11,19,0,train
1,188,8,0,train
1,435,14,0,train
1,242,94,0,train
1,397,61,0,train
1,611,49,0,train
1,87,42,0,train
1,589,26,0,train
1,317,103,0,train
1,273,82,0,train
1,102,32,0,train
1,170,32,0,train
1,595,73,0,train
1,357,90,0,train
1,419,20,0,train
1,268,69,0,train
1,467,30,0,train
1,474,59,0,train
1,376,10,0,train
1,62,62,0,train
1,421,46,0,train
1,344,10,0,train
1,388,61,0,train
1,266,8,0,train
1,386,31,0,train
1,156,68,0,train
1,410,111,0,train
1,293,34,0,train
1,274,43,0,train
1,237,50,0,train
1,257,95,0,train
1,164,9,0,train
1,91,67,0,train
1,392,116,0,train
1,575,50,0,train
1,88,27,0,train
1,574,49,0,train
1,510,64,0,train
1,256,115,0,train
1,343,84,0,train
1,445,83,0,train
1,385,83,0,train
1,380,31,0,train
1,586,73,0,train
1,366,22,0,train
1,404,95,0,train
1,138,3,0,train
1,544,51,0,train
1,211,69,0,train
1,549,88,0,train
1,117,104,0,train
1,468,26,0,train
1,291,60,0,train
1,558,19,0,train
1,446,120,0,train
1,424,95,0,train
1,371,27,0,train
1,586,83,0,train
1,357,99,0,train
1,529,91,0,train
1,520,37,0,train
1,323,78,0,train
1,83,11,0,train
1,448,107,0,train
1,500,14,0,train
1,216,50,0,train
1,68,0,0,train
1,58,102,0,train
1,45,10,0,train
1,162,28,0,train
1,50,98,0,train
1,589,89,0,train
1,64,2,0,train
1,162,109,0,train
1,522,37,0,train
1,467,69,0,train
1,451,46,0,train
1,164,33,0,train
1,83,40,0,train
1,20,35,0,train
1,579,39,0,train
1,146,80,0,train
1,455,74,0,train
1,309,115,0,train
1,602,65,0,train
1,547,78,0,train
1,572,16,0,train
1,195,99,0,train
1,573,105,0,train
1,144,25,0,train
1,223,87,0,train
1,306,99,0,train
1,461,119,0,train
1,472,43,0,train
1,345,43,0,train
1,376,100,0,train
1,251,107,0,train
1,492,81,0,train
1,171,34,0,train
1,387,97,0,train
1,598,84,0,train
1,537,27,0,train
1,149,100,0,train
1,531,56,0,train
1,37,93,0,train
1,54,32,0,train
1,172,99,0,train
1,263,111,0,train
1,98,95,0,train
1,8,36,0,train
1,436,60,0,train
1,195,76,0,train
1,144,105,0,train
1,40,63,0,train
1,584,29,0,train
1,350,30,0,train
1,324,49,0,train
1,257,71,0,train
1,164,44,0,train
1,270,7,0,train
1,67,33,0,train
1,342,29,0,train
1,229,76,0,train
1,123,64,0,train
1,589,74,0,train
1,375,100,0,train
1,436,15,0,train
1,439,117,0,train
1,222,23,0,train
1,285,77,0,train
1,270,33,0,train
1,221,61,0,train
1,589,87,0,train
1,7,2,0,train
1,25,59,0,train
1,223,110,0,train
1,36,37,0,train
1,546,55,0,train
1,489,119,0,train
1,171,104,0,train
1,342,66,0,train
1,531,107,0,train
1,401,25,0,train
1,309,58,0,train
1,375,2,0,train
1,144,97,0,train
1,485,12,0,train
1,598,13,0,train
1,479,50,0,train
1,360,8,0,train
1,127,82,0,train
1,193,13,0,train
1,307,27,0,train
1,613,112,0,train
1,112,74,0,train
1,301,34,0,train
1,167,26,0,train
1,31,96,0,train
1,311,87,0,train
1,137,36,0,train
1,583,37,0,train
1,479,22,0,train
1,193,19,0,train
1,117,103,0,train
1,504,22,0,train
1,124,84,0,train
1,170,77,0,train
1,20,28,0,train
1,87,107,0,train
1,239,58,0,train
1,496,72,0,train
1,558,1,0,train
1,454,1,0,train
1,586,1,0,train
1,333,70,0,train
1,302,62,0,train
1,125,85,0,train
1,183,53,0,train
1,620,74,0,train
1,393,43,0,train
1,256,11,0,train
1,267,52,0,train
1,344,28,0,train
1,45,20,0,train
1,141,11,0,train
1,593,101,0,train
1,296,92,0,train
1,607,46,0,train
1,152,56,0,train
1,470,71,0,train
1,485,15,0,train
1,386,112,0,train
1,221,62,0,train
1,311,10,0,train
1,434,97,0,train
1,286,95,0,train
1,305,7,0,train
1,425,73,0,train
1,79,120,0,train
1,529,103,0,train
1,445,94,0,train
1,9,78,0,train
1,473,102,0,train
1,149,64,0,train
1,440,119,0,train
1,433,33,0,train
1,141,97,0,train
1,130,99,0,train
1,0,115,0,train
1,64,6,0,train
1,543,48,0,train
1,97,22,0,train
1,352,81,0,train
1,604,46,0,train
1,202,78,0,train
1,274,39,0,train
1,543,109,0,train
1,406,89,0,train
1,614,14,0,train
1,435,107,0,train
1,586,35,0,train
1,485,6,0,train
1,276,31,0,train
1,134,26,0,train
1,21,58,0,train
1,260,114,0,train
1,54,116,0,train
1,44,36,0,train
1,519,20,0,train
1,362,77,0,train
1,242,48,0,train
1,200,64,0,train
1,498,37,0,train
1,180,73,0,train
1,125,80,0,train
1,216,76,0,train
1,569,48,0,train
1,558,117,0,train
1,468,17,0,train
1,508,52,0,train
1,541,70,0,train
1,365,111,0,train
1,87,37,0,train
1,68,63,0,train
1,271,120,0,train
1,568,53,0,train
1,464,48,0,train
1,153,63,0,train
1,43,63,0,train
1,351,74,0,train
1,311,73,0,train
1,16,38,0,train
1,415,95,0,train
1,294,66,0,train
1,263,65,0,train
1,128,66,0,train
1,171,33,0,train
1,262,30,0,train
1,296,36,0,train
1,120,2,0,train
1,75,1,0,train
1,448,38,0,train
1,584,120,0,train
1,588,41,0,train
1,200,31,0,train
1,343,87,0,train
1,214,23,0,train
1,444,72,0,train
1,202,85,0,train
1,323,87,0,train
1,239,119,0,train
1,5,78,0,train
1,98,27,0,train
1,512,0,0,train
1,478,88,0,train
1,157,86,0,train
1,489,38,0,train
1,146,95,0,train
1,51,79,0,train
1,474,25,0,train
1,304,7,0,train
1,511,81,0,train
1,121,68,0,train
1,69,47,0,train
1,505,54,0,train
1,510,12,0,train
1,139,42,0,train
1,205,69,0,train
1,407,104,0,train
1,328,113,0,train
1,294,110,0,train
1,378,119,0,train
1,198,78,0,train
1,205,33,0,train
1,322,67,0,train
1,53,46,0,train
1,166,70,0,train
1,518,27,0,train
1,374,17,0,train
1,191,62,0,train
1,89,104,0,train
1,580,90,0,train
1,482,118,0,train
1,466,20,0,train
1,562,107,0,train
1,464,68,0,train
1,316,94,0,train
1,355,28,0,train
1,69,91,0,train
1,607,4,0,train
1,291,54,0,train
1,475,47,0,train
1,356,50,0,train
1,190,93,0,train
1,229,103,0,train
1,586,66,0,train
1,71,28,0,train
1,611,60,0,train
1,423,7,0,train
1,467,56,0,train
1,420,108,0,train
1,302,11,0,train
1,465,67,0,train
1,150,65,0,train
1,434,87,0,train
1,187,52,0,train
1,250,61,0,train
1,96,23,0,train
1,579,85,0,train
1,38,69,0,train
1,387,120,0,train
1,421,48,0,train
1,102,116,0,train
1,611,113,0,train
1,448,12,0,train
1,410,47,0,train
1,410,105,0,train
1,368,7,0,train
1,454,35,0,train
1,575,89,0,train
1,309,15,0,train
1,498,85,0,train
1,1,86,0,train
1,315,76,0,train
1,371,117,0,train
1,516,117,0,train
1,559,76,0,train
1,556,28,0,train
1,480,56,0,train
1,94,54,0,train
1,50,20,0,train
1,264,27,0,train
1,478,51,0,train
1,275,45,0,train
1,309,88,0,train
1,521,73,0,train
1,443,24,0,train
1,194,20,0,train
1,478,95,0,train
1,265,57,0,train
1,536,112,0,train
1,330,63,0,train
1,570,115,0,train
1,159,78,0,train
1,216,29,0,train
1,67,65,0,train
1,152,15,0,train
1,73,54,0,train
1,307,78,0,train
1,16,34,0,train
1,474,20,0,train
1,164,71,0,train
1,368,43,0,train
1,579,115,0,train
1,501,120,0,train
1,199,29,0,train
1,9,71,0,train
1,303,105,0,train
1,604,48,0,train
1,318,94,0,train
1,507,90,0,train
1,519,14,0,train
1,209,0,0,train
1,179,112,0,train
1,262,84,0,train
1,92,115,0,train
1,127,43,0,train
1,38,57,0,train
1,263,61,0,train
1,202,66,0,train
1,28,72,0,train
1,317,61,0,train
1,427,63,0,train
1,44,72,0,train
1,182,26,0,train
1,171,80,0,train
1,168,33,0,train
1,569,20,0,train
1,279,76,0,train
1,59,43,0,train
1,415,6,0,train
1,330,56,0,train
1,162,88,0,train
1,379,62,0,train
1,345,42,0,train
1,496,103,0,train
1,460,98,0,train
1,161,32,0,train
1,611,47,0,train
1,594,41,0,train
1,214,87,0,train
1,607,63,0,train
1,26,62,0,train
1,418,81,0,train
1,583,18,0,train
1,557,47,0,train
1,320,32,0,train
1,5,74,0,train
1,435,67,0,train
1,511,1,0,train
1,543,120,0,train
1,407,8,0,train
1,493,25,0,train
1,201,50,0,train
1,563,50,0,train
1,402,82,0,train
1,246,20,0,train
1,40,21,0,train
1,83,51,0,train
1,190,117,0,train
1,588,105,0,train
1,209,60,0,train
1,487,71,0,train
1,605,67,0,train
1,566,21,0,train
1,117,74,0,train
1,563,4,0,train
1,495,113,0,train
1,559,78,0,train
1,189,109,0,train
1,284,73,0,train
1,323,90,0,train
1,46,43,0,train
1,265,34,0,train
1,314,115,0,train
1,322,108,0,train
1,512,3,0,train
1,339,84,0,train
1,283,43,0,train
1,133,46,0,train
1,201,98,0,train
1,526,92,0,train
1,579,24,0,train
1,191,22,0,train
1,67,67,0,train
1,33,45,0,train
1,430,76,0,train
1,46,95,0,train
1,119,117,0,train
1,160,85,0,train
1,157,90,0,train
1,321,59,0,train
1,83,32,0,train
1,321,75,0,train
1,209,77,0,train
1,428,99,0,train
1,33,103,0,train
1,557,45,0,train
1,481,39,0,train
1,143,119,0,train
1,544,24,0,train
1,497,82,0,train
1,286,30,0,train
1,267,78,0,train
1,520,27,0,train
1,528,117,0,train
1,222,46,0,train
1,343,9,0,train
1,168,5,0,train
1,83,46,0,train
1,152,36,0,train
1,159,118,0,train
1,578,30,0,train
1,314,65,0,train
1,381,91,0,train
1,481,65,0,train
1,15,48,0,train
1,263,3,0,train
1,119,19,0,train
1,418,9,0,train
1,71,120,0,train
1,537,79,0,train
1,333,66,0,train
1,582,13,0,train
1,613,104,0,train
1,253,34,0,train
1,217,31,0,train
1,223,60,0,train
1,360,99,0,train
1,458,25,0,train
1,535,5,0,train
1,162,48,0,train
1,502,16,0,train
1,23,115,0,train
1,443,114,0,train
1,293,2,0,train
1,587,103,0,train
1,296,44,0,train
1,32,78,0,train
1,538,24,0,train
1,102,98,0,train
1,602,103,0,train
1,580,103,0,train
1,558,31,0,train
1,223,13,0,train
1,404,50,0,train
1,289,103,0,train
1,262,120,0,train
1,120,46,0,train
1,295,39,0,train
1,123,17,0,train
1,520,107,0,train
1,65,58,0,train
1,168,73,0,train
1,130,108,0,train
1,334,102,0,train
1,339,61,0,train
1,222,28,0,train
1,484,107,0,train
1,417,117,0,train
1,607,89,0,train
1,393,82,0,train
1,299,86,0,train
1,603,29,0,train
1,134,51,0,train
1,92,34,0,train
1,514,112,0,train
1,610,79,0,train
1,126,10,0,train
1,107,30,0,train
1,193,55,0,train
1,420,25,0,train
1,292,72,0,train
1,344,113,0,train
1,243,78,0,train
1,360,71,0,train
1,395,52,0,train
1,303,106,0,train
1,214,63,0,train
1,363,104,0,train
1,44,92,0,train
1,125,86,0,train
1,571,76,0,train
1,502,68,0,train
1,91,85,0,train
1,126,27,0,train
1,461,22,0,train
1,457,94,0,train
1,170,31,0,train
1,255,71,0,train
1,217,70,0,train
1,297,31,0,train
1,603,68,0,train
1,279,79,0,train
1,68,113,0,train
1,514,70,0,train
1,375,17,0,train
1,387,67,0,train
1,18,101,0,train
1,409,65,0,train
1,326,105,0,train
1,371,91,0,train
1,312,46,0,train
1,216,86,0,train
1,273,32,0,train
1,590,93,0,train
1,232,28,0,train
1,523,110,0,train
1,105,85,0,train
1,96,54,0,train
1,186,51,0,train
1,48,31,0,train
1,535,86,0,train
1,156,74,0,train
1,191,106,0,train
1,220,63,0,train
1,531,70,0,train
1,93,33,0,train
1,242,66,0,train
1,430,81,0,train
1,19,101,0,train
1,242,46,0,train
1,219,114,0,train
1,4,42,0,train
1,9,99,0,train
1,108,13,0,train
1,226,56,0,train
1,236,82,0,train
1,416,84,0,train
1,435,116,0,train
1,164,4,0,train
1,395,64,0,train
1,100,37,0,train
1,12,83,0,train
1,275,21,0,train
1,433,94,0,train
1,361,91,0,train
1,384,0,0,train
1,386,114,0,train
1,258,31,0,train
1,312,32,0,train
1,407,113,0,train
1,115,15,0,train
1,477,11,0,train
1,154,63,0,train
1,83,78,0,train
1,356,14,0,train
1,514,61,0,train
1,445,12,0,train
1,102,114,0,train
1,605,24,0,train
1,513,54,0,train
1,79,19,0,train
1,102,25,0,train
1,529,90,0,train
1,239,86,0,train
1,285,82,0,train
1,165,120,0,train
1,229,38,0,train
1,509,63,0,train
1,122,95,0,train
1,221,93,0,train
1,539,80,0,train
1,366,31,0,train
1,134,30,0,train
1,343,30,0,train
1,287,90,0,train
1,571,6,0,train
1,42,52,0,train
1,425,66,0,train
1,413,12,0,train
1,43,86,0,train
1,448,94,0,train
1,187,24,0,train
1,147,46,0,train
1,27,51,0,train
1,320,40,0,train
1,512,83,0,train
1,449,42,0,train
1,279,6,0,train
1,103,63,0,train
1,309,102,0,train
1,200,10,0,train
1,416,108,0,train
1,454,34,0,train
1,389,51,0,train
1,262,36,0,train
1,232,44,0,train
1,127,4,0,train
1,365,99,0,train
1,308,58,0,train
1,357,8,0,train
1,315,88,0,train
1,514,12,0,train
1,428,113,0,train
1,200,74,0,train
1,620,108,0,train
1,621,12,0,train
1,420,115,0,train
1,188,100,0,train
1,183,59,0,train
1,100,93,0,train
1,433,93,0,train
1,222,95,0,train
1,450,29,0,train
1,16,65,0,train
1,32,118,0,train
1,276,51,0,train
1,462,51,0,train
1,68,69,0,train
1,225,24,0,train
1,65,120,0,train
1,605,68,0,train
1,265,106,0,train
1,600,102,0,train
1,421,54,0,train
1,347,79,0,train
1,526,33,0,train
1,538,47,0,train
1,95,85,0,train
1,254,50,0,train
1,322,97,0,train
1,102,86,0,train
1,566,96,0,train
1,597,8,0,train
