fold,rna_idx,drug_idx,label,split
1,583,106,0,train
1,374,14,0,train
1,98,82,0,train
1,68,98,0,train
1,422,108,0,train
1,106,38,0,train
1,396,89,0,train
1,615,74,0,train
1,406,86,0,train
1,285,44,0,train
1,57,110,0,train
1,129,45,0,train
1,572,47,0,train
1,549,17,0,train
1,390,53,0,train
1,333,88,0,train
1,194,25,0,train
1,372,64,0,train
1,584,82,0,train
1,79,23,0,train
1,250,63,0,train
1,111,10,0,train
1,25,59,0,train
1,369,38,0,train
1,147,20,0,train
1,461,73,0,train
1,138,100,0,train
1,183,84,0,train
1,111,31,0,train
1,170,118,0,train
1,481,112,0,train
1,8,7,0,train
1,137,40,0,train
1,333,4,0,train
1,160,20,0,train
1,40,21,0,train
1,440,102,0,train
1,445,57,0,train
1,571,61,0,train
1,122,95,0,train
1,120,24,0,train
1,14,120,0,train
1,525,24,0,train
1,156,32,0,train
1,440,74,0,train
1,93,38,0,train
1,217,110,0,train
1,578,28,0,train
1,268,49,0,train
1,178,118,0,train
1,328,79,0,train
1,154,86,0,train
1,461,81,0,train
1,450,113,0,train
1,562,67,0,train
1,381,81,0,train
1,597,8,0,train
1,507,25,0,train
1,385,77,0,train
1,151,82,0,train
1,193,59,0,train
1,130,38,0,train
1,188,56,0,train
1,246,102,0,train
1,437,79,0,train
1,28,108,0,train
1,14,110,0,train
1,170,98,0,train
1,253,120,0,train
1,410,117,0,train
1,92,55,0,train
1,185,55,0,train
1,566,61,0,train
1,410,71,0,train
1,536,8,0,train
1,483,1,0,train
1,138,95,0,train
1,245,64,0,train
1,237,27,0,train
1,420,89,0,train
1,282,89,0,train
1,523,43,0,train
1,308,28,0,train
1,477,119,0,train
1,287,93,0,train
1,51,20,0,train
1,208,119,0,train
1,605,119,0,train
1,113,21,0,train
1,513,112,0,train
1,575,8,0,train
1,416,70,0,train
1,252,102,0,train
1,478,22,0,train
1,301,77,0,train
1,337,77,0,train
1,47,34,0,train
1,105,97,0,train
1,36,75,0,train
1,138,15,0,train
1,11,29,0,train
1,350,111,0,train
1,143,102,0,train
1,23,115,0,train
1,539,20,0,train
1,226,44,0,train
1,19,75,0,train
1,165,82,0,train
1,544,80,0,train
1,607,110,0,train
1,368,88,0,train
1,65,120,0,train
1,229,8,0,train
1,301,109,0,train
1,492,71,0,train
1,233,86,0,train
1,64,35,0,train
1,270,35,0,train
1,170,32,0,train
1,621,64,0,train
1,529,118,0,train
1,16,96,0,train
1,521,44,0,train
1,106,119,0,train
1,305,45,0,train
1,620,81,0,train
1,368,32,0,train
1,107,75,0,train
1,229,35,0,train
1,612,7,0,train
1,289,89,0,train
1,44,25,0,train
1,465,7,0,train
1,216,74,0,train
1,440,22,0,train
1,80,30,0,train
1,198,18,0,train
1,48,88,0,train
1,137,84,0,train
1,127,113,0,train
1,7,10,0,train
1,539,77,0,train
1,580,88,0,train
1,13,62,0,train
1,517,80,0,train
1,149,86,0,train
1,529,117,0,train
1,162,75,0,train
1,489,61,0,train
1,159,18,0,train
1,156,117,0,train
1,337,117,0,train
1,273,30,0,train
1,555,17,0,train
1,178,81,0,train
1,246,105,0,train
1,64,10,0,train
1,420,25,0,train
1,547,96,0,train
1,317,23,0,train
1,575,23,0,train
1,74,75,0,train
1,457,43,0,train
1,297,89,0,train
1,256,82,0,train
1,369,60,0,train
1,487,117,0,train
1,417,29,0,train
1,252,35,0,train
1,26,52,0,train
1,334,111,0,train
1,344,102,0,train
1,416,11,0,train
1,570,42,0,train
1,417,14,0,train
1,363,60,0,train
1,449,60,0,train
1,322,32,0,train
1,366,63,0,train
1,374,34,0,train
1,560,86,0,train
1,130,50,0,train
1,345,16,0,train
1,413,0,0,train
1,455,48,0,train
1,357,40,0,train
1,273,63,0,train
1,361,70,0,train
1,233,113,0,train
1,472,62,0,train
1,317,44,0,train
1,600,118,0,train
1,613,74,0,train
1,151,80,0,train
1,451,0,0,train
1,531,49,0,train
1,117,113,0,train
1,16,118,0,train
1,504,52,0,train
1,476,81,0,train
1,397,7,0,train
1,513,118,0,train
1,564,61,0,train
1,561,96,0,train
1,476,4,0,train
1,257,45,0,train
1,42,76,0,train
1,205,74,0,train
1,412,75,0,train
1,449,50,0,train
1,492,34,0,train
1,150,73,0,train
1,255,118,0,train
1,116,105,0,train
1,211,28,0,train
1,507,106,0,train
1,172,106,0,train
1,391,94,0,train
1,434,93,0,train
1,412,67,0,train
1,254,108,0,train
1,424,113,0,train
1,51,31,0,train
1,409,70,0,train
1,507,76,0,train
1,465,27,0,train
1,128,27,0,train
1,265,4,0,train
1,535,27,0,train
1,255,88,0,train
1,99,87,0,train
1,614,42,0,train
1,190,89,0,train
1,304,27,0,train
1,362,29,0,train
1,330,98,0,train
1,66,45,0,train
1,386,32,0,train
1,498,102,0,train
1,366,35,0,train
1,205,108,0,train
1,620,102,0,train
1,393,23,0,train
1,568,20,0,train
1,286,77,0,train
1,275,23,0,train
1,229,50,0,train
1,387,117,0,train
1,539,42,0,train
1,494,4,0,train
1,572,24,0,train
1,417,117,0,train
1,137,73,0,train
1,282,23,0,train
1,450,23,0,train
1,225,57,0,train
1,568,24,0,train
1,305,98,0,train
1,311,18,0,train
1,69,29,0,train
1,465,46,0,train
1,476,79,0,train
1,374,80,0,train
1,14,82,0,train
1,18,88,0,train
1,402,89,0,train
1,85,111,0,train
1,437,63,0,train
1,600,30,0,train
1,85,42,0,train
1,161,118,0,train
1,502,17,0,train
1,88,27,0,train
1,511,76,0,train
1,568,82,0,train
1,323,11,0,train
1,182,59,0,train
1,323,30,0,train
1,112,34,0,train
1,317,13,0,train
1,65,117,0,train
1,544,24,0,train
1,58,102,0,train
1,179,48,0,train
1,130,89,0,train
1,596,35,0,train
1,360,71,0,train
1,579,34,0,train
1,27,51,0,train
1,37,94,0,train
1,614,81,0,train
1,161,75,0,train
1,539,64,0,train
1,360,15,0,train
1,167,22,0,train
1,29,39,1,test
1,55,6,1,test
1,56,6,1,test
1,76,54,1,test
1,77,54,1,test
1,101,6,1,test
1,104,3,1,test
1,104,6,1,test
1,109,6,1,test
1,110,3,1,test
1,114,65,1,test
1,132,6,1,test
1,145,3,1,test
1,148,39,1,test
1,158,33,1,test
1,177,65,1,test
1,192,39,1,test
1,215,99,1,test
1,218,39,1,test
1,227,3,1,test
1,227,6,1,test
1,228,65,1,test
1,248,116,1,test
1,259,3,1,test
1,280,3,1,test
1,310,3,1,test
1,353,6,1,test
1,383,66,1,test
1,431,78,1,test
1,453,3,1,test
1,456,6,1,test
1,463,6,1,test
1,545,66,1,test
1,617,6,1,test
1,617,54,1,test
1,618,65,1,test
1,336,66,0,test
1,213,116,0,test
1,618,3,0,test
1,39,39,0,test
1,213,3,0,test
1,39,6,0,test
1,6,116,0,test
1,132,116,0,test
1,184,3,0,test
1,131,6,0,test
1,184,66,0,test
1,6,39,0,test
1,213,39,0,test
1,515,58,0,test
1,553,36,0,test
1,135,3,0,test
1,212,85,0,test
1,554,91,0,test
1,463,58,0,test
1,585,116,0,test
1,592,66,0,test
1,238,36,0,test
1,155,92,0,test
1,76,36,0,test
1,431,103,0,test
1,6,90,0,test
1,184,6,0,test
1,131,114,0,test
1,155,58,0,test
1,132,36,0,test
1,527,91,0,test
1,118,68,0,test
1,132,91,0,test
1,55,58,0,test
1,383,68,0,test
1,431,36,0,test
2,1,7,1,train
2,1,12,1,train
2,2,0,1,train
2,2,13,1,train
2,2,14,1,train
2,2,15,1,train
2,3,0,1,train
2,3,16,1,train
2,4,0,1,train
2,4,17,1,train
2,5,0,1,train
2,6,0,1,train
2,6,5,1,train
2,6,16,1,train
2,6,20,1,train
2,6,23,1,train
2,6,24,1,train
2,8,0,1,train
2,8,5,1,train
2,8,13,1,train
2,8,18,1,train
2,8,19,1,train
2,8,26,1,train
2,8,27,1,train
2,8,28,1,train
2,8,30,1,train
2,10,13,1,train
2,10,28,1,train
2,12,0,1,train
2,13,0,1,train
2,13,27,1,train
2,14,5,1,train
2,14,34,1,train
2,16,0,1,train
2,16,6,1,train
2,16,17,1,train
2,16,36,1,train
2,16,37,1,train
2,17,0,1,train
2,19,0,1,train
2,19,18,1,train
2,19,39,1,train
2,20,0,1,train
2,20,5,1,train
2,21,40,1,train
2,21,41,1,train
2,24,0,1,train
2,24,17,1,train
2,25,0,1,train
2,25,3,1,train
2,25,7,1,train
2,25,17,1,train
2,25,43,1,train
2,26,0,1,train
2,26,5,1,train
2,26,44,1,train
2,27,0,1,train
2,28,5,1,train
2,28,17,1,train
2,28,34,1,train
2,28,45,1,train
2,29,39,1,train
2,29,46,1,train
2,30,5,1,train
2,30,30,1,train
2,30,47,1,train
2,31,48,1,train
2,32,0,1,train
2,32,3,1,train
2,32,5,1,train
2,32,13,1,train
2,32,47,1,train
2,32,49,1,train
2,32,50,1,train
2,34,0,1,train
2,34,5,1,train
2,34,18,1,train
2,34,50,1,train
2,34,52,1,train
2,34,53,1,train
2,34,54,1,train
2,34,55,1,train
2,35,0,1,train
2,35,3,1,train
2,35,52,1,train
2,36,0,1,train
2,36,3,1,train
2,36,5,1,train
2,36,13,1,train
2,36,50,1,train
2,36,52,1,train
2,37,0,1,train
2,37,3,1,train
2,37,5,1,train
2,38,52,1,train
2,39,0,1,train
2,39,5,1,train
2,39,52,1,train
2,39,56,1,train
2,39,57,1,train
2,40,0,1,train
2,40,3,1,train
2,40,5,1,train
2,40,52,1,train
2,40,57,1,train
2,41,13,1,train
2,41,17,1,train
2,41,18,1,train
2,41,58,1,train
2,43,0,1,train
2,43,60,1,train
2,43,61,1,train
2,44,0,1,train
2,44,5,1,train
2,44,16,1,train
2,44,18,1,train
2,44,23,1,train
2,44,57,1,train
2,45,3,1,train
2,45,7,1,train
2,45,13,1,train
2,45,17,1,train
2,45,52,1,train
2,47,0,1,train
2,47,5,1,train
2,47,13,1,train
2,47,17,1,train
2,47,18,1,train
2,47,52,1,train
2,47,57,1,train
2,48,0,1,train
2,48,5,1,train
2,48,34,1,train
2,48,52,1,train
2,49,19,1,train
2,49,62,1,train
2,49,63,1,train
2,50,19,1,train
2,50,62,1,train
2,50,63,1,train
2,51,3,1,train
2,51,7,1,train
2,51,13,1,train
2,51,52,1,train
2,51,57,1,train
2,52,0,1,train
2,52,3,1,train
2,52,5,1,train
2,52,37,1,train
2,52,57,1,train
2,53,0,1,train
2,55,0,1,train
2,55,6,1,train
2,55,7,1,train
2,55,13,1,train
2,55,31,1,train
2,55,52,1,train
2,55,57,1,train
2,56,6,1,train
2,56,13,1,train
2,57,13,1,train
2,57,26,1,train
2,57,52,1,train
2,58,13,1,train
2,58,18,1,train
2,58,26,1,train
2,59,5,1,train
2,59,13,1,train
2,59,26,1,train
2,59,34,1,train
2,59,52,1,train
2,59,57,1,train
2,60,52,1,train
2,61,52,1,train
2,62,0,1,train
2,62,5,1,train
2,62,52,1,train
2,63,13,1,train
2,64,5,1,train
2,64,31,1,train
2,65,5,1,train
2,65,52,1,train
2,67,52,1,train
2,70,18,1,train
2,71,5,1,train
2,71,18,1,train
2,71,65,1,train
2,72,0,1,train
2,72,13,1,train
2,74,0,1,train
2,74,5,1,train
2,74,6,1,train
2,74,18,1,train
2,74,19,1,train
2,74,26,1,train
2,74,31,1,train
2,74,32,1,train
2,74,37,1,train
2,74,40,1,train
2,74,48,1,train
2,74,52,1,train
2,74,53,1,train
2,74,54,1,train
2,74,55,1,train
2,74,57,1,train
2,74,59,1,train
2,74,68,1,train
2,74,69,1,train
2,76,0,1,train
2,76,5,1,train
2,76,7,1,train
2,76,13,1,train
2,76,18,1,train
2,76,53,1,train
2,76,54,1,train
2,76,55,1,train
2,76,56,1,train
2,76,71,1,train
2,77,13,1,train
2,77,18,1,train
2,77,34,1,train
2,77,53,1,train
2,77,54,1,train
2,77,55,1,train
2,78,52,1,train
2,80,13,1,train
2,81,5,1,train
2,81,13,1,train
2,82,52,1,train
2,85,52,1,train
2,86,5,1,train
2,87,0,1,train
2,87,5,1,train
2,87,13,1,train
2,87,19,1,train
2,87,50,1,train
2,90,52,1,train
2,91,52,1,train
2,94,13,1,train
2,95,0,1,train
2,95,13,1,train
2,95,26,1,train
2,95,48,1,train
2,95,52,1,train
2,96,5,1,train
2,96,13,1,train
2,96,50,1,train
2,97,0,1,train
2,97,13,1,train
2,98,0,1,train
2,98,5,1,train
2,98,13,1,train
2,99,13,1,train
2,99,52,1,train
2,100,0,1,train
2,100,39,1,train
2,100,52,1,train
2,101,0,1,train
2,101,5,1,train
2,101,6,1,train
2,101,13,1,train
2,101,34,1,train
2,101,52,1,train
2,101,76,1,train
2,102,0,1,train
2,103,0,1,train
2,103,3,1,train
2,103,17,1,train
2,103,34,1,train
2,103,52,1,train
2,103,75,1,train
2,104,0,1,train
2,104,3,1,train
2,104,5,1,train
2,104,6,1,train
2,104,31,1,train
2,104,37,1,train
2,104,50,1,train
2,104,56,1,train
2,105,0,1,train
2,105,5,1,train
2,105,75,1,train
2,106,0,1,train
2,106,5,1,train
2,106,57,1,train
2,107,6,1,train
2,109,0,1,train
2,109,5,1,train
2,109,6,1,train
2,109,13,1,train
2,109,19,1,train
2,109,34,1,train
2,110,3,1,train
2,110,5,1,train
2,111,0,1,train
2,111,34,1,train
2,112,0,1,train
2,112,5,1,train
2,112,17,1,train
2,112,18,1,train
2,112,39,1,train
2,113,0,1,train
2,113,5,1,train
2,113,6,1,train
2,113,37,1,train
2,113,52,1,train
2,114,5,1,train
2,114,18,1,train
2,114,65,1,train
2,115,5,1,train
2,115,75,1,train
2,118,0,1,train
2,118,5,1,train
2,118,7,1,train
2,118,16,1,train
2,118,52,1,train
2,118,56,1,train
2,118,75,1,train
2,119,5,1,train
2,120,13,1,train
2,121,5,1,train
2,121,57,1,train
2,121,77,1,train
2,121,78,1,train
2,122,3,1,train
2,122,5,1,train
2,122,6,1,train
2,122,79,1,train
2,123,5,1,train
2,125,0,1,train
2,125,75,1,train
2,126,0,1,train
2,126,5,1,train
2,126,6,1,train
2,126,13,1,train
2,126,16,1,train
2,126,18,1,train
2,126,52,1,train
2,126,75,1,train
2,126,79,1,train
2,127,13,1,train
2,128,26,1,train
2,128,52,1,train
2,129,0,1,train
2,129,5,1,train
2,129,14,1,train
2,129,16,1,train
2,129,17,1,train
2,129,18,1,train
2,129,34,1,train
2,129,49,1,train
2,129,50,1,train
2,129,52,1,train
2,129,57,1,train
2,129,83,1,train
2,129,84,1,train
2,130,0,1,train
2,130,3,1,train
2,130,5,1,train
2,130,14,1,train
2,130,16,1,train
2,130,18,1,train
2,130,34,1,train
2,130,84,1,train
2,131,0,1,train
2,131,5,1,train
2,131,14,1,train
2,131,17,1,train
2,131,18,1,train
2,131,27,1,train
2,131,84,1,train
2,132,0,1,train
2,132,5,1,train
2,132,6,1,train
2,132,57,1,train
2,133,0,1,train
2,133,5,1,train
2,133,7,1,train
2,133,18,1,train
2,133,34,1,train
2,133,52,1,train
2,133,57,1,train
2,133,65,1,train
2,134,0,1,train
2,134,5,1,train
2,134,7,1,train
2,134,16,1,train
2,134,17,1,train
2,134,27,1,train
2,134,52,1,train
2,135,0,1,train
2,135,26,1,train
2,136,0,1,train
2,136,3,1,train
2,136,5,1,train
2,136,13,1,train
2,136,19,1,train
2,136,75,1,train
2,136,85,1,train
2,138,0,1,train
2,138,5,1,train
2,138,16,1,train
2,138,31,1,train
2,139,0,1,train
2,139,5,1,train
2,139,13,1,train
2,140,5,1,train
2,141,0,1,train
2,141,5,1,train
2,141,7,1,train
2,141,13,1,train
2,141,18,1,train
2,141,19,1,train
2,141,50,1,train
2,141,52,1,train
2,141,75,1,train
2,141,86,1,train
2,142,0,1,train
2,142,5,1,train
2,143,0,1,train
2,143,3,1,train
2,143,5,1,train
2,143,14,1,train
2,143,16,1,train
2,143,19,1,train
2,143,40,1,train
2,143,52,1,train
2,143,57,1,train
2,143,84,1,train
2,145,0,1,train
2,145,3,1,train
2,145,13,1,train
2,145,32,1,train
2,145,52,1,train
2,146,5,1,train
2,147,0,1,train
2,147,3,1,train
2,147,5,1,train
2,147,13,1,train
2,147,14,1,train
2,147,37,1,train
2,147,40,1,train
2,147,84,1,train
2,148,0,1,train
2,148,5,1,train
2,148,13,1,train
2,148,16,1,train
2,148,19,1,train
2,148,23,1,train
2,148,31,1,train
2,148,37,1,train
2,148,39,1,train
2,148,52,1,train
2,150,6,1,train
2,150,13,1,train
2,151,0,1,train
2,151,5,1,train
2,151,19,1,train
2,151,23,1,train
2,151,90,1,train
2,152,0,1,train
2,152,6,1,train
2,152,7,1,train
2,154,0,1,train
2,154,5,1,train
2,154,52,1,train
2,154,75,1,train
2,155,0,1,train
2,155,5,1,train
2,155,13,1,train
2,155,16,1,train
2,155,34,1,train
2,156,0,1,train
2,156,3,1,train
2,156,5,1,train
2,157,0,1,train
2,157,5,1,train
2,157,7,1,train
2,157,13,1,train
2,157,14,1,train
2,157,16,1,train
2,157,17,1,train
2,157,18,1,train
2,157,52,1,train
2,157,84,1,train
2,158,0,1,train
2,158,5,1,train
2,158,7,1,train
2,158,13,1,train
2,158,33,1,train
2,159,5,1,train
2,160,52,1,train
2,160,75,1,train
2,161,13,1,train
2,162,0,1,train
2,162,5,1,train
2,162,7,1,train
2,163,5,1,train
2,163,19,1,train
2,164,0,1,train
2,164,13,1,train
2,164,52,1,train
2,164,57,1,train
2,166,0,1,train
2,166,5,1,train
2,166,13,1,train
2,166,14,1,train
2,166,18,1,train
2,166,84,1,train
2,168,52,1,train
2,169,5,1,train
2,169,19,1,train
2,169,52,1,train
2,170,0,1,train
2,170,5,1,train
2,170,52,1,train
2,170,57,1,train
2,170,79,1,train
2,171,57,1,train
2,172,0,1,train
2,172,3,1,train
2,172,5,1,train
2,172,52,1,train
2,173,19,1,train
2,173,20,1,train
2,173,23,1,train
2,174,5,1,train
2,175,0,1,train
2,175,5,1,train
2,175,13,1,train
2,175,14,1,train
2,175,18,1,train
2,175,26,1,train
2,175,52,1,train
2,175,84,1,train
2,176,0,1,train
2,176,5,1,train
2,176,13,1,train
2,176,16,1,train
2,176,52,1,train
2,177,5,1,train
2,177,18,1,train
2,177,65,1,train
2,178,52,1,train
2,179,52,1,train
2,180,0,1,train
2,180,5,1,train
2,180,14,1,train
2,180,18,1,train
2,180,26,1,train
2,180,52,1,train
2,180,84,1,train
2,183,0,1,train
2,183,5,1,train
2,183,7,1,train
2,183,13,1,train
2,183,28,1,train
2,183,31,1,train
2,183,37,1,train
2,183,52,1,train
2,183,75,1,train
2,183,94,1,train
2,183,95,1,train
2,184,0,1,train
2,184,16,1,train
2,184,17,1,train
2,184,28,1,train
2,184,96,1,train
2,186,0,1,train
2,186,5,1,train
2,186,14,1,train
2,186,18,1,train
2,186,37,1,train
2,186,52,1,train
2,186,84,1,train
2,187,0,1,train
2,187,5,1,train
2,187,14,1,train
2,187,16,1,train
2,187,18,1,train
2,187,84,1,train
2,189,0,1,train
2,189,3,1,train
2,189,5,1,train
2,189,7,1,train
2,189,16,1,train
2,189,34,1,train
2,189,97,1,train
2,190,0,1,train
2,191,5,1,train
2,191,52,1,train
2,192,7,1,train
2,192,13,1,train
2,192,19,1,train
2,192,39,1,train
2,193,0,1,train
2,193,6,1,train
2,193,17,1,train
2,194,0,1,train
2,196,0,1,train
2,196,19,1,train
2,197,0,1,train
2,197,5,1,train
2,197,7,1,train
2,197,57,1,train
2,197,75,1,train
2,198,0,1,train
2,198,5,1,train
2,198,14,1,train
2,200,0,1,train
2,200,3,1,train
2,200,5,1,train
2,200,13,1,train
2,201,18,1,train
2,201,53,1,train
2,201,54,1,train
2,201,55,1,train
2,202,0,1,train
2,202,5,1,train
2,202,6,1,train
2,202,13,1,train
2,202,14,1,train
2,202,17,1,train
2,202,18,1,train
2,202,31,1,train
2,202,48,1,train
2,202,57,1,train
2,202,98,1,train
2,203,0,1,train
2,203,5,1,train
2,203,17,1,train
2,203,18,1,train
2,203,19,1,train
2,203,52,1,train
2,203,57,1,train
2,204,5,1,train
2,204,52,1,train
2,205,7,1,train
2,205,14,1,train
2,206,0,1,train
2,206,5,1,train
2,206,7,1,train
2,206,13,1,train
2,206,43,1,train
2,207,0,1,train
2,207,5,1,train
2,207,7,1,train
2,207,13,1,train
2,207,16,1,train
2,207,18,1,train
2,207,43,1,train
2,210,5,1,train
2,210,19,1,train
2,212,0,1,train
2,212,48,1,train
2,213,59,1,train
2,214,0,1,train
2,214,5,1,train
2,214,13,1,train
2,214,16,1,train
2,214,48,1,train
2,214,52,1,train
2,214,57,1,train
2,215,0,1,train
2,215,5,1,train
2,215,13,1,train
2,215,34,1,train
2,215,99,1,train
2,216,0,1,train
2,216,5,1,train
2,216,13,1,train
2,216,16,1,train
2,216,17,1,train
2,216,18,1,train
2,216,19,1,train
2,216,52,1,train
2,216,57,1,train
2,216,100,1,train
2,217,5,1,train
2,217,19,1,train
2,218,0,1,train
2,218,13,1,train
2,218,39,1,train
2,218,52,1,train
2,218,57,1,train
2,219,5,1,train
2,219,7,1,train
2,221,5,1,train
2,221,7,1,train
2,221,66,1,train
2,222,13,1,train
2,223,0,1,train
2,223,3,1,train
2,223,5,1,train
2,223,16,1,train
2,223,27,1,train
2,223,37,1,train
2,223,52,1,train
2,223,57,1,train
2,224,0,1,train
2,224,5,1,train
2,225,3,1,train
2,225,5,1,train
2,225,16,1,train
2,226,7,1,train
2,227,0,1,train
2,227,3,1,train
2,227,5,1,train
2,227,6,1,train
2,227,13,1,train
2,227,17,1,train
2,228,5,1,train
2,228,18,1,train
2,228,65,1,train
2,229,0,1,train
2,229,5,1,train
2,229,18,1,train
2,229,27,1,train
2,229,31,1,train
2,229,49,1,train
2,229,52,1,train
2,229,57,1,train
2,229,107,1,train
2,230,0,1,train
2,230,13,1,train
2,230,52,1,train
2,231,0,1,train
2,231,5,1,train
2,231,34,1,train
2,232,5,1,train
2,232,13,1,train
2,233,7,1,train
2,233,14,1,train
2,233,19,1,train
2,233,34,1,train
2,234,0,1,train
2,234,13,1,train
2,234,18,1,train
2,234,19,1,train
2,234,52,1,train
2,235,5,1,train
2,237,0,1,train
2,237,5,1,train
2,237,6,1,train
2,237,14,1,train
2,237,18,1,train
2,237,31,1,train
2,237,57,1,train
2,237,84,1,train
2,237,110,1,train
2,238,52,1,train
2,239,0,1,train
2,239,17,1,train
2,239,28,1,train
2,239,96,1,train
2,240,5,1,train
2,241,0,1,train
2,241,5,1,train
2,241,6,1,train
2,241,7,1,train
2,241,13,1,train
2,241,17,1,train
2,241,31,1,train
2,241,32,1,train
2,241,34,1,train
2,241,35,1,train
2,241,57,1,train
2,241,91,1,train
2,241,97,1,train
2,241,103,1,train
2,241,112,1,train
2,241,113,1,train
2,242,52,1,train
2,243,0,1,train
2,243,5,1,train
2,243,6,1,train
2,243,7,1,train
2,243,13,1,train
2,243,16,1,train
2,243,17,1,train
2,243,18,1,train
2,243,32,1,train
2,243,34,1,train
2,243,35,1,train
2,243,52,1,train
2,243,57,1,train
2,243,97,1,train
2,243,112,1,train
2,243,113,1,train
2,244,52,1,train
2,245,0,1,train
2,245,5,1,train
2,245,37,1,train
2,245,76,1,train
2,245,114,1,train
2,245,115,1,train
2,246,0,1,train
2,246,3,1,train
2,246,5,1,train
2,246,13,1,train
2,246,17,1,train
2,246,18,1,train
2,246,27,1,train
2,246,34,1,train
2,246,65,1,train
2,246,116,1,train
2,247,5,1,train
2,248,0,1,train
2,248,5,1,train
2,248,14,1,train
2,248,18,1,train
2,248,31,1,train
2,248,50,1,train
2,248,84,1,train
2,248,115,1,train
2,248,116,1,train
2,249,19,1,train
2,249,50,1,train
2,251,0,1,train
2,251,13,1,train
2,251,16,1,train
2,251,52,1,train
2,252,0,1,train
2,252,3,1,train
2,252,5,1,train
2,252,13,1,train
2,252,31,1,train
2,252,48,1,train
2,252,52,1,train
2,253,0,1,train
2,253,5,1,train
2,253,18,1,train
2,253,52,1,train
2,254,0,1,train
2,254,5,1,train
2,254,6,1,train
2,254,7,1,train
2,254,13,1,train
2,254,16,1,train
2,254,52,1,train
2,255,5,1,train
2,258,0,1,train
2,258,5,1,train
2,258,16,1,train
2,258,17,1,train
2,258,18,1,train
2,258,39,1,train
2,258,46,1,train
2,258,50,1,train
2,258,52,1,train
2,258,58,1,train
2,258,95,1,train
2,258,117,1,train
2,259,0,1,train
2,259,3,1,train
2,259,5,1,train
2,259,7,1,train
2,259,14,1,train
2,259,16,1,train
2,259,17,1,train
2,259,18,1,train
2,259,27,1,train
2,259,50,1,train
2,259,84,1,train
2,261,5,1,train
2,261,48,1,train
2,262,26,1,train
2,262,52,1,train
2,263,0,1,train
2,263,5,1,train
2,263,18,1,train
2,263,49,1,train
2,263,52,1,train
2,263,75,1,train
2,266,0,1,train
2,266,5,1,train
2,266,13,1,train
2,266,16,1,train
2,266,17,1,train
2,266,19,1,train
2,266,39,1,train
2,266,57,1,train
2,266,75,1,train
2,266,91,1,train
2,267,5,1,train
2,269,52,1,train
2,270,5,1,train
2,270,18,1,train
2,270,49,1,train
2,270,52,1,train
2,270,65,1,train
2,272,0,1,train
2,272,7,1,train
2,273,0,1,train
2,273,3,1,train
2,273,5,1,train
2,273,16,1,train
2,273,17,1,train
2,276,0,1,train
2,276,5,1,train
2,277,0,1,train
2,277,5,1,train
2,278,5,1,train
2,279,52,1,train
2,280,3,1,train
2,280,5,1,train
2,280,13,1,train
2,280,16,1,train
2,280,31,1,train
2,280,57,1,train
2,281,5,1,train
2,282,0,1,train
2,282,3,1,train
2,282,5,1,train
2,282,6,1,train
2,282,13,1,train
2,282,14,1,train
2,282,50,1,train
2,282,52,1,train
2,282,66,1,train
2,282,84,1,train
2,283,5,1,train
2,283,66,1,train
2,283,75,1,train
2,285,0,1,train
2,285,13,1,train
2,285,16,1,train
2,285,19,1,train
2,285,52,1,train
2,285,66,1,train
2,285,92,1,train
2,288,5,1,train
2,290,5,1,train
2,290,52,1,train
2,292,2,1,train
2,293,52,1,train
2,294,52,1,train
2,295,52,1,train
2,297,52,1,train
2,298,52,1,train
2,300,52,1,train
2,303,52,1,train
2,305,52,1,train
2,306,26,1,train
2,307,5,1,train
2,307,57,1,train
2,307,71,1,train
2,308,5,1,train
2,308,19,1,train
2,308,27,1,train
2,309,52,1,train
2,310,0,1,train
2,310,3,1,train
2,310,5,1,train
2,310,7,1,train
2,310,13,1,train
2,310,50,1,train
2,313,3,1,train
2,313,7,1,train
2,313,13,1,train
2,313,52,1,train
2,313,57,1,train
2,314,3,1,train
2,314,5,1,train
2,314,20,1,train
2,314,52,1,train
2,314,66,1,train
2,315,5,1,train
2,315,7,1,train
2,315,19,1,train
2,315,52,1,train
2,316,0,1,train
2,316,5,1,train
2,316,7,1,train
2,316,50,1,train
2,316,57,1,train
2,317,0,1,train
2,317,3,1,train
2,317,5,1,train
2,317,17,1,train
2,317,18,1,train
2,317,19,1,train
2,317,50,1,train
2,317,53,1,train
2,317,54,1,train
2,317,55,1,train
2,317,57,1,train
2,317,71,1,train
2,317,119,1,train
2,319,0,1,train
2,319,5,1,train
2,319,7,1,train
2,319,16,1,train
2,319,52,1,train
2,319,57,1,train
2,321,5,1,train
2,321,52,1,train
2,323,0,1,train
2,323,16,1,train
2,323,50,1,train
2,324,5,1,train
2,324,7,1,train
2,324,13,1,train
2,324,16,1,train
2,325,5,1,train
2,325,7,1,train
2,325,34,1,train
2,326,52,1,train
2,327,0,1,train
2,327,5,1,train
2,327,7,1,train
2,327,13,1,train
2,327,16,1,train
2,327,17,1,train
2,327,45,1,train
2,327,57,1,train
2,327,59,1,train
2,327,75,1,train
2,328,0,1,train
2,328,5,1,train
2,328,14,1,train
2,328,19,1,train
2,328,27,1,train
2,329,5,1,train
2,329,13,1,train
2,329,16,1,train
2,329,79,1,train
2,330,0,1,train
2,330,3,1,train
2,330,5,1,train
2,331,0,1,train
